date,transaction
2005-04-02,Cincinnati Reds Purchased the contracts of INF Rich Aurilia and INF/OF Jacob Cruz from Triple-A Louisville; Reassigned INF Luis Lopez to minor league camp.
2005-04-02,Placed LHP Jung Keun Bong (left shoulder) and INF Ray Olmedo (right elbow) on the 60-day disabled list.
2005-04-02,"Placed RHP Josh Hancock (right groin), retroactive to April 1, RHP Luke Hudson (right shoulder) and INF Anderson Machado (left knee) on the 15-day disabled list."
2005-04-02,Cleveland Indians Optioned INF Brandon Phillips to Triple-A Buffalo.
2005-04-02,"Colorado Rockies Placed IF Desi Relaford (floating knee cartilage) and LHP Matthew Merricks (left shoulder tightness) on the 15-day disabled list, retroactive to March 25."
2005-04-02,Detroit Tigers Acquired RHP Matt Ginter from the Mets for LHP Steve Colyer.
2005-04-02,Florida Marlins Purchased the contracts of OF Lenny Harris and RHP Brian Moehler from Triple-A Albuqueque.
2005-04-02,"Houston Astros Optioned RHP Ezequiel Astacio, LHP Mike Gallo and C Humberto Quintero to Triple-A Round Rock; Purchased the contract of RHP Russ Springer from Triple-A Round Rock."
2005-04-02,Kansas City Royals Reassigned INF Denny Hocking and INF Joe McEwing to minor league camp.
2005-04-02,Los Angeles Angels Optioned 1B Casey Kotchman to Tripe-A Salt Lake. Reassigned OF Curtis Pride to minor league camp.
2005-04-02,"Los Angeles Dodgers Placed RHP Darren Dreifort on the 60-day disabled list and RHP Eric Gagne, RHP Brad Penny, LHP Wilson Alvarez and OF Jayson Werth on the 15-day disabled list; Designated 3B Brian Myrow for assignment; Re-assigned 3B Norihiro Nakamura, LHP Mike Venafro, RHP Ryan Rupe, OF Mike Edwards and C Mike Rose; Optioned OF Cody Ross to the Mexico City Red Devils and returned 2B Oscar Robles to Mexico City."
2005-04-02,"Milwaukee Brewers Purchased the contracts of INF Jeff Cirillo, OF Chris Magruder and LHP Tommy Phelps from Triple-A Nashville; Reassigned C Pat Borders, INF Trent Durrington and RHP Rick Helling to Minor League camp."
2005-04-02,Minnesota Twins Purchased the contract of LHP Terry Mulholland from Triple-A Rochester.
2005-04-02,"New York Mets Acquired nonroster LHP Steve Colyer from the Tigers in exchange for RHP Matt Ginter; Purchased the contracts of RHP Manny Aybar, C Ramon Castro, RHP Roberto Hernandez from Triple-A Norfolk; Placed RHP Alay Soler on the Restricted List."
2005-04-02,"Oakland Athletics Reassigned RHP Britt Reames, RHP Kirk Saarloos, OF Hiram Bocachica and OF Jermaine Clark to minor league camp."
2005-04-02,"Extended the contracts of GM Billy Beane (through 2012 season) and club president Mike Crowley (through 2008 season), and both joined the ownership group as limited partners."
2005-04-02,Purchased the contract of RHP Huston Street from Triple-A Sacramento; Sent RHP Tim Harikkala outright to Triple-A Sacramento.
2005-04-02,Pittsburgh Pirates Reassigned RHP Joe Roa to Minor League camp.
2005-04-02,Placed C Humberto Cota on the 15-day disabled list with a left oblique strain.
2005-04-02,"San Diego Padres Placed OF Dave Roberts on the 15-day disabled list, retroactive to March 29; Re-assigned RHP Joe Dawley, RHP Brian Falkenborg, RHP Steve Sparks, C Michel Hernandez, INF Jesse Garcia, INF Damian Jackson and OF Robert Fick to Triple-A Portland; Re-assigned RHP Andy Ashby to Single-A Lake Elsinore."
2005-04-02,"San Francisco Giants Placed OF Barry Bonds on the 15-day disabled list, retroactive to March 25, following right-knee surgery; Purchased the contract of LHP Jeff Fassero from Triple-A Fresno; Optioned RHP Kevin Correia, RHP Jesse Foppert, RHP Scott Munter and IF Lance Niekro to Triple-A Fresno."
2005-04-02,Seattle Mariners Purchased the contracts of RHP Jeff Nelson and RHP Aaron Sele from Triple-A Tacoma.
2005-04-02,"Re-assigned RHP Felix Hernandez, LHP Ryan Rowland-Smith and INF Ramon Santiago to minor league camp."
2005-04-02,St. Louis Cardinals Placed RHP Matt Morris on the 15-day disabled list with shoulder problems; Placed RHP Mike Lincoln on the 15-day disabled list as he recovers from Tommy John surgery.
2005-04-02,"Tampa Bay Devil Rays Designated LHP Bobby Seay for assignment; Placed C Kevin Cash on the 15-day disabled list, retroactive to March 26, with right shoulder tendinitis; Placed RHP Franklin Nunez on the 15-day disabled list, retroactive to March 25, with right shoulder tendinitis; Placed OF Rocco Baldelli on the 15-day disabled list, retroactive to March 25, recovering from November 2004 left knee surgery; Purchased the contract of OF Chris Singleton and RHP Hideo Nomo from Triple-A Durham; Released nonroster OF Dee Brown; Re-assigned INF Luis Ordaz to minor league camp."
2005-04-02,"Texas Rangers Reassigned INF Ian Kinsler, RHP Vladimir Nunez and OF Andres Torres to minor league camp; Optioned C Gerald Laird and OF Laynce Nix to Triple-A Oklahoma."
2005-04-02,"Placed DH Greg Colbrunn on the 15-day disabled list, retroactive to March 29, with right wrist soreness."
2005-04-02,"Placed LHP Erasmo Ramirez on the 15-day disabled list, retroactive to March 25, with a tendon strain in his left middle finger."
2005-04-02,"Placed RHP Joaquin Benoit on the 15-day disabled list, retroactive to March 25, with a sore shoulder."
2005-04-02,"Placed RHP Pedro Astacio on the 15-day disabled list, retroactive to March 25, with a strained groin."
2005-04-02,Toronto Blue Jays Purchased the contracts of C Greg Myers and RHP Pete Walker from Triple-A Syracuse.
2005-04-03,Arizona Diamondbacks Purchased the contract of OF Quinton McCracken from Triple-A Tucson and designated OF Reggie Abercrombie for assignment.
2005-04-03,"Chicago Cubs Placed RHP Mark Prior on the 15-day disabled list with right elbow inflammation, retroactive to March 25."
2005-04-03,Optioned RHP Sergio Mitre to Triple-A Iowa and outrighted OF David Kelton to Iowa; Purchased the contract of RHP Chad Fox from Iowa.
2005-04-03,Colorado Rockies Placed IF Garrett Atkins on the 15-day disabled list with a strained right hamstring; Recalled IF Jeff Baker from Double-A Tulsa.
2005-04-03,Kansas City Royals Purchased the contracts of OF Emil Brown and C Alberto Castillo from Triple-A Omaha.
2005-04-03,Los Angeles Angels Transferred DH Tim Salmon from the 15-day to the 60-day disabled list; Purchased the contract of INF Lou Merloni from Triple-A Salt Lake.
2005-04-03,"Los Angeles Dodgers Purchased the contract of RHP Steve Schmoll from Double-A Jacksonville; Purchased the contracts of RHP Buddy Carlyle, RHP Scott Erickson and LHP Kelly Wunsch from Triple-A Las Vegas; Designated INF Brian Myrow for assignment."
2005-04-03,New York Yankees Placed RHP Kevin Brown on the 15-day disabled list with a strained back and recalled INF Andy Phillips from Triple-A Columbus.
2005-04-03,"Oakland Athletics Re-signed RHP Rich Harden to a four-year deal through the 2008 season with a club option for 2009; Optioned RHP Seth Etherton to Triple-A Sacramento; Placed RHP Chad Bradford on the 15-day disabled list, retroactive to March 30, following back surgery."
2005-04-03,"San Francisco Giants Re-assigned C Yamid Haad, INF Brian Dallimore, INF Donaldo Mendez, OF Julio Ramirez and OF Adam Shabala to minor league camp."
2005-04-03,Seattle Mariners Designated OF Abraham Nunez for assignment; Placed Bucky Jacobsen on 60-day disabled list.
2005-04-03,Placed RHP Joel Pineiro and INF Pokey Reese on 15-day disabled list; Placed RHP Scott Atchison on 60-day disabled list.
2005-04-03,Tampa Bay Devil Rays Signed 3B Eric Munson to a minor league contract.
2005-04-03,Texas Rangers Purchased the contracts of OF Chad Allen and INF Mark DeRosa from Triple-A Oklahoma; Designated RHP Travis Hughes and RHP Agustin Montero for assignment; Placed RHP Carlos Almanzar on the Bereavement List and recalled RHP Nick Regilio from Triple-A Oklahoma.
2005-04-03,Toronto Blue Jays Designated RHP Justin Miller for assignment.
2005-04-04,Chicago Cubs Agreed to terms with INF Aramis Ramirez on a four-year deal for the 2005-2008 campaigns with a mutual option for the 2009 season.
2005-04-04,New York Mets Purchased the contract of INF Marlon Anderson from Triple-A Norfolk; Placed RHP Kris Benson on the 15-day disabled list with a strained pectoral muscle; Placed RHP Bartolome Fortunato on the 15-day disabled list with a back strain; Recalled OF Victor Diaz from Triple-A Norfolk; Designated 1B Craig Brazell for assignment.
2005-04-04,Pittsburgh Pirates Placed LHP Sean Burnett on the 60-day disabled list recovering from September 2004 Tommy John surgery.
2005-04-04,Tampa Bay Devil Rays Suspended OF Alex Sanchez for 10 days for a drug violation; Recalled OF Joey Gathright from Triple-A Durham; Signed free agent C Charles Johnson to a one-year contract; Designated OF Michael Restovich for assignment.
2005-04-05,Cleveland Indians Signed C Victor Martinez to a five-year contract through the 2009 season with a club option for 2010.
2005-04-05,Seattle Mariners Released nonroster INF Ricky Gutierrez.
2005-04-05,St. Louis Cardinals Purchased the contracts of LHP Bill Pulsipher and INF Abraham Nunez from Triple-A Memphis; Placed RHP Matt Morris on the 15-day disabled list retroactive to April 3; Released OF Rick Ankiel.
2005-04-05,Toronto Blue Jays Sent RHP Justin Miller outright to Triple-A Syracuse.
2005-04-06,Colorado Rockies Placed OF Dustan Mohr on the 15-day disabled list with a strained left calf; Recalled OF Jorge Piedra from Triple-A Colorado Springs; Claimed OF Michael Restovich off waivers from the Tampa Bay Devil Rays; Signed OF Brian Buchanan to a minor league contract and assigned him to Triple-A Colorado Springs.
2005-04-06,Florida Marlins Claimed OF Reggie Abercrombie off waivers from the Arizona Diamondbacks and optioned him to Single-A Jupiter.
2005-04-06,Oakland Athletics Placed SS Bobby Crosby on the 15-day disabled list with a stress fracture in his ribs and purchased the contract of RHP Kirk Saarloos from Triple-A Sacramento.
2005-04-06,San Diego Padres Signed outfielder Kerry Robinson to a minor league contract.
2005-04-06,St. Louis Cardinals Re-singed OF Rick Ankiel to a Minor League contract.
2005-04-07,Baltimore Orioles Released nonroster RHP Jay Witasick.
2005-04-07,Colorado Rockies Optioned OF Jorge Piedra to Triple-A Colorado Springs.
2005-04-07,Detroit Tigers Released IF Dean Palmer from his Triple-A contract.
2005-04-07,Houston Astros Signed RHP/OF Brooks Kieschnick to a Minor League contract.
2005-04-07,Pittsburgh Pirates Placed INF Jose Castillo on the 15-day disabled list with a strained left oblique and recalled OF Chris Duffy from Triple-A Indianapolis.
2005-04-07,San Francisco Giants Signed RHP Al Levine to a minor league contract and assigned him to Triple-A Fresno.
2005-04-07,Washington Nationals Claimed RHP Travis Hughes off waivers from the Rangers and optioned him to Triple-A New Orleans; Placed 1B Wil Cordero on the 15-day disabled list with a left knee injury; Purchased the contract of INF Carlos Baerga from Triple-A New Orleans.
2005-04-08,Colorado Rockies Acquired LHP Bobby Seay from the Tampa Bay Devil Rays in exchange for OF Reggie Taylor; Signed RHP Jay Witasik to a Triple-A contract; Optioned RHP Allan Simpson to Triple-A Colorado Springs.
2005-04-08,"Los Angeles Angels Placed RHP Kelvim Escobar on the 15-day disabled list with right elbow strain, retroactive to March 31."
2005-04-08,"New York Mets Placed OF Mike Cameron on the 15-day disabled list, retroactive to April 1, with tendinitis in his left wrist and recalled RHP Aaron Heilman from Triple-A Norfolk."
2005-04-08,Philadelphia Phillies Placed OF Marlon Byrd on the 15-day disabled list with a sprained right ring finger.
2005-04-08,Re-signed RHP Amaury Telemaco to a Minor League contract and assigned him to Triple-A Scranton; Recalled OF Marlon Byrd from Triple-A Scranton and placed him on the 15-day disabled list with a sprained right ring finger.
2005-04-08,San Diego Padres Placed INF/OF Eric Young on the 60-day disabled list with a dislocated right shoulder and purchased the contract of INF Jesse Garcia from Triple-A Portland.
2005-04-08,"San Francisco Giants Placed OF Moises Alou on the 15-day disabled list, retroactive to April 7, with a strained right calf and recalled IF Lance Niekro from Triple-A Fresno."
2005-04-08,Seattle Mariners Sent OF Abraham Nunez outright to Triple-A Tacoma. He had been designated for assignment on April 2.
2005-04-08,Tampa Bay Devil Rays Acquired OF Reggie Taylor from the Colorado Rockies in exchange for LHP Bobby Seay; Placed C Charles Johnson on the restricted list and purchased the contract of C Tim Laker from Triple-A Durham.
2005-04-08,Texas Rangers Sent RHP Agustin Montero outright to Double-A Frisco.
2005-04-08,Washington Nationals Placed RHP Francis Beltran on the 60-day disabled list and RHP Claudio Vargas on the 15-day disabled list.
2005-04-09,Arizona Diamondbacks Recalled RHP Oscar Villarreal from Triple-A Tucson.
2005-04-09,Cincinnati Reds Acquired RHP Allan Simpson from the Colorado Rockies in exchange for RHP Jose Acevedo.
2005-04-09,Colorado Rockies Acquired RHP Jose Acevedo from the Cincinnati Reds in exchange for RHP Allan Simpson.
2005-04-09,Detroit Tigers Placed IF Ramon Martinez on the 15-day disabled list and recalled OF Marcus Thames from Triple-A Toledo.
2005-04-09,Minnesota Twins Placed RHP Carlos Silva on the 15-day disabled list with a torn meniscus in his right knee.
2005-04-09,"Seattle Mariners Placed LHP Bobby Madritsch on the 15-day disabled list, retroactive to April 7, with a strained left shoulder and recalled INF Justin Leone from Triple-A Tacoma."
2005-04-10,"Arizona Diamondbacks Signed LHP Darren Oliver to a minor league contract; Placed RHP Greg Aquino on the 15-day disabled list, retroactive to April 5, with ulnar nerve irritation."
2005-04-10,Los Angeles Angels Placed RHP Bret Prinz on the 15-day disabled list; Recalled RHP Chris Bootcheck from Triple-A Salt Lake.
2005-04-10,Los Angeles Dodgers Placed INF Antonio Perez on the 15-day disabled list with a strained hamstring and recalled INF Norihiro Nakamura from Triple-A Las Vegas.
2005-04-10,Texas Rangers Activated RHP Pedro Astacio from the 15-day disabled list and optioned RHP Nick Regilio to Triple-A Oklahoma.
2005-04-10,Toronto Blue Jays Activated LHP Ted Lilly from the 15-day disabled list and optioned OF Gabe Gross to Triple-A Syracuse.
2005-04-11,Arizona Diamondbacks Placed RHP Oscar Villarreal on the 15-day disabled list and recalled RHP Lance Cormier from Triple-A Tucson.
2005-04-11,Chicago Cubs Placed INF Todd Walker on the 15-day disabled list with a left knee sprain and recalled INF Mike Fontenot from Triple-A Iowa.
2005-04-11,Colorado Rockies Activated RHP Chin-hui Tsao from the 15-day disabled list; Optioned LHP Javier Lopez to Triple-A Colorado Springs.
2005-04-11,"Detroit Tigers Voided the outright assignment of RHP Gary Knotts to Triple-A Toledo and placed him on the 15-day disabled list, retroactive to April 1, with a sore right shoulder."
2005-04-11,Los Angeles Dodgers Purchased the contract of INF Norihiro Nakamura from Triple-A Las Vegas and designated LHP Frank Brooks for assignment.
2005-04-12,Chicago Cubs Activated RHP Mark Prior from the disabled list and optioned RHP Todd Wellemeyer to Triple-A Iowa.
2005-04-12,Colorado Rockies Activated INF Desi Relaford from the 15-day disabled list and designated INF Alfredo Amezaga for assignment.
2005-04-12,Minnesota Twins Placed 1B Justin Morneau on the 15-day disabled list with a concussion and recalled LHP Dave Gassner from Triple-A Rochester.
2005-04-12,St. Louis Cardinals Placed LHP Bill Pulsipher on 15-day disabled list with a strained hamstring; Recalled LHP Carmen Cali from Triple-A Memphis.
2005-04-13,Boston Red Sox Activated RHP Curt Schilling from the 15-day disabled list and optioned INF Kevin Youkilis to Triple-A Pawtucket.
2005-04-13,Cleveland Indians Signed 1B/DH Travis Hafner to a three-year contract through the 2007 season with a club option for 2008.
2005-04-13,Kansas City Royals Placed 3B Mark Teahen on the 15-day disabled list with a low back strain and purchased the contract of INF Joe McEwing from Triple-A Omaha.
2005-04-13,Minnesota Twins Recalled 3B Terry Tiffee from Triple-A Rochester.
2005-04-13,Tampa Bay Devil Rays Activated C Charles Johnson from the restricted list; Designated C Tim Laker for assignment.
2005-04-13,Texas Rangers Placed RHP R.A. Dickey on the 15-day disabled list and recalled RHP Nick Regilio.
2005-04-14,Arizona Diamondbacks Claimed LHP Javier Lopez off waivers from the Rockies.
2005-04-14,Atlanta Braves Claimed LHP Frank Brooks off waivers from the Dodgers and optioned him to Triple-A Richmond.
2005-04-14,Boston Red Sox Released nonroster RHP John Stephens from Triple-A Pawtucket.
2005-04-14,Colorado Rockies Announced that LHP Javier Lopez has been claimed off waivers by the Arizona Diamondbacks.
2005-04-14,"Florida Marlins Placed RHP Ismael Valdez on the 15-day disabled list, retroactive to April 4, with a hairline fracture to his right fibula."
2005-04-14,Minnesota Twins Signed LHP Jimmy Anderson to a Minor League contract and assigned him to Triple-A Rochester.
2005-04-14,Seattle Mariners Optioned INF Justin Leone to Triple-A Tacoma.
2005-04-14,Tampa Bay Devil Rays Placed RHP Jesus Colome on the 15-day disabled list with tendinitis in his right shoulder; Recalled RHP Doug Waechter from Triple-A Durham; Activated OF Alex Sanchez from the restricted list; Optioned OF Joey Gathright to Triple-A Durham.
2005-04-15,Arizona Diamondbacks Designated RHP Adam Peterson for assignment.
2005-04-15,Atlanta Braves Released LHP Tom Martin and purchased the contract of LHP John Foster from Triple-A Richmond.
2005-04-15,Detroit Tigers Placed OF Magglio Ordonez on the 15-day disabled list with a hernia and purchased the contract of RHP Andrew Good from Triple-A Toledo.
2005-04-15,Florida Marlins Activated RHP John Riedling (right shoulder tendinitis) off the 15-day disabled list.
2005-04-15,Milwaukee Brewers Signed RHP Ben Sheets to a four-year contract through the 2008 season.
2005-04-15,San Francisco Giants Released nonroster LHP Armando Almanza.
2005-04-15,Seattle Mariners Activated OF Chris Snelling from the 15-day disabled list and optioned him to Triple-A Tacoma; Activated RHP Joel Pineiro from the 15-day disabled list.
2005-04-15,"St. Louis Cardinals Signed RHP Chris Carpenter to a two-year contract extension with a club option for 2008; Placed RHP Cal Eldred on the 15-day disabled list, retroactive to April 11, with a viral infection; Recalled RHP Jimmy Journell from Triple-A Memphis."
2005-04-15,Tampa Bay Devil Rays Sent C Tim Laker outright to Triple-A Durham.
2005-04-15,Texas Rangers Reinstated RHP Carlos Almanzar from the bereavement list and optioned RHP Nick Regilio to Triple-A Oklahoma.
2005-04-16,"Arizona Diamondbacks Placed OF Jose Cruz Jr. on the 15-day disabled list, retroactive to April 10, with a low back strain; Recalled OF Scott Hairston from Triple-A Tucson."
2005-04-16,Cleveland Indians Activated LHP C.C. Sabathia from the 15-day disabled list and optioned RHP Matt Miller to Triple-A Buffalo.
2005-04-16,Kansas City Royals Placed LHP Jeremy Affeldt on the 15-day disabled list with a groin injury.
2005-04-17,"Cincinnati Reds Placed RHP Ramon Ortiz on the 15-day disabled list, retroactive to April 9, with a strained right groin."
2005-04-17,Kansas City Royals Recalled RHP Kyle Snyder from Triple-A Omaha.
2005-04-17,New York Yankees Activated RHP Kevin Brown from the 15-day disabled list and optioned 1B Andy Phillips to Triple-A Columbus.
2005-04-18,Arizona Diamondbacks Announced that RHP Adam Peterson has been claimed off waivers by the Detroit Tigers.
2005-04-18,Cincinnati Reds Recalled RHP Todd Coffey from Triple-A Louisville.
2005-04-18,Colorado Rockies Placed LHP Bobby Seay on the 15-day disabled list (strained left pectoral muscle). Recalled RHP Jose Acevedo from Triple-A Colorado Springs.
2005-04-18,Los Angeles Angels Placed catcher Bengie Molina on 15-day disabled list; Recalled Dallas McPherson from Triple-A Salt Lake.
2005-04-18,New York Yankees Placed RHP Tanyon Sturtze on the 15-day disabled list with a strained left oblique muscle.
2005-04-18,Philadelphia Phillies Optioned RHP Pedro Liriano to Triple-A Scranton/Wilkes-Barre and activated RHP Vicente Padilla from the disabled list.
2005-04-18,"San Diego Padres Placed SS Khalil Greene on the 15-day disabled list, retroactive to March 17, with a fractured right ring finger and recalled OF Dave Roberts and reinstated him from the 15-day disabled list."
2005-04-18,Texas Rangers Placed RHP Ryan Bukvich on the 15-day disabled list with right elbow soreness and recalled RHP Nick Regilio from Triple-A Oklahoma.
2005-04-18,"Washington Nationals Placed RHP Antonio Osuna on the 15-disabled list, retroactive to April 11, with a right shoulder strain and recalled RHP Gary Majewski from Triple-A New Orleans."
2005-04-19,Detroit Tigers Claimed RHP Adam Peterson off waivers from the Diamondbacks and optioned him to Double-A Erie.
2005-04-19,New York Mets Placed LHP Felix Heredia on the 15-day disabled list with a strained left thumb and recalled RHP Heath Bell from Triple-A Norfolk.
2005-04-19,New York Yankees Purchased the contract of LHP Buddy Groom from Triple-A Columbus.
2005-04-19,"Pittsburgh Pirates Recalled C Humberto Cota from Triple-A Indianapolis and reinstated him from the 15-day disabled list; Placed C Benito Santiago on the 15-day disabled list, retroactive to April 15, with a viral infection."
2005-04-19,Seattle Mariners Released nonroster RHP Dan Reichert from Triple-A Tacoma.
2005-04-19,St. Louis Cardinals Activated RHP Matt Morris from the 15-day disabled list and optioned LHP Carmen Cali to Triple-A Memphis.
2005-04-19,"Tampa Bay Devil Rays Placed LHP Mark Hendrickson on the 15-day disabled list with a sore left shoulder, retroactive to April 14."
2005-04-19,Toronto Blue Jays Optioned RHP Brandon League to Triple-A Syracuse and purchased the contract of RHP Matt Whiteside.
2005-04-20,Arizona Diamondbacks Signed LHP Armando Almanza to a Minor League contract and assigned him to Double-A Tennessee.
2005-04-20,Colorado Rockies Announced that INF Alfredo Amezaga has been claimed off waivers by the Pittsburgh Pirates.
2005-04-20,Pittsburgh Pirates Optioned outfielder Chris Duffy to Triple-A Indianapolis.
2005-04-20,Claimed INF Alfredo Amezaga off waivers from the Colorado Rockies.
2005-04-20,"Seattle Mariners Placed INF Scott Spiezio on the 15-day disabled list, retroactive to April 19, with a strained left oblique and recalled OF Shin-Soo Choo from Triple-A Tacoma; Signed RHP Albie Lopez to a minor league contract and assigned him to Triple-A Tacoma."
2005-04-20,Tampa Bay Devil Rays Purchased the contract of RHP John Webb from Triple-A Durham.
2005-04-20,Texas Rangers Recalled OF Laynce Nix from Triple-A Oklahoma and optioned INF Adrian Gonzalez to Oklahoma.
2005-04-20,Washington Nationals Placed RHP T.J. Tucker on the 15-day disabled list and moved OF Alex Escobar from the 15-day disabled list to the 60-day disabled list; Purchased the contract of RHP Hector Carrasco from Triple-A New Orleans.
2005-04-21,Chicago Cubs Placed INF Nomar Garciaparra on the 15-day disabled list with a left groin injury and recalled INF Ronny Cedeno from Triple-A Iowa.
2005-04-21,Chicago White Sox Signed RHP John Stephens to a Minor League contract and assigned him to Triple-A Charlotte.
2005-04-21,Minnesota Twins Optioned LHP Dave Gassner and INF Terry Tiffee to Triple-A Rochester.
2005-04-21,New York Yankees Placed DH/OF Ruben Sierra on the 15-day disabled list with a strained right biceps muscle.
2005-04-21,Tampa Bay Devil Rays Recalled OF Jonny Gomes from Triple-A Durham and optioned RHP John Webb to Triple-A Durham.
2005-04-21,Transferred OF Rocco Baldelli from the 15-day to the 60-day disabled list.
2005-04-21,Texas Rangers Signed RHP Jason Boyd to a minor league contract.
2005-04-22,Florida Marlins Placed RHP Antonio Alfonseca (right elbow) on the 15-day disabled list and selected the contract of RHP Travis Smith from Triple-A Albuquerque.
2005-04-22,Houston Astros Signed LHP Tom Martin to a Minor League contract and assigned him to Triple-A Round Rock.
2005-04-22,Kansas City Royals Transferred RHP Scott Sullivan from the 15-day to the 60-day disabled list; Purchased the contract of OF Matt Diaz from Triple-A Omaha; Optioned 1B/DH Calvin Pickering to Triple-A Omaha.
2005-04-22,Minnesota Twins Activated 1B Justin Morneau and RHP Carlos Silva from the 15-day disabled list.
2005-04-22,New York Mets Placed LHP Kazuhisa Ishii on the 15-day disabled list with a pulled muscle on his left side.
2005-04-22,New York Yankees Recalled INF Andy Phillips from Triple-A Columbus.
2005-04-22,San Francisco Giants Activated OF Moises Alou from the 15-day disabled list and designated OF/IF Tony Torcato for assignment.
2005-04-22,Texas Rangers Signed 3B Brandon Larson to a minor league contract and assigned him to Double-A Frisco.
2005-04-23,Chicago Cubs Purchased the contract of OF Ben Grieve from Triple-A Iowa and optioned INF Mike Fontenot to Iowa.
2005-04-23,Chicago White Sox Signed INF Greg Norton to a Minor League contract and assigned him to Triple-A Charlotte.
2005-04-23,Kansas City Royals Recalled RHP Ambiorix Burgos from Double-A Wichita and optioned RHP Nate Field to Triple-A Omaha.
2005-04-23,Los Angeles Angels Activated RHP Kelvim Escobar from the 15-day disabled list; Optioned RHP Chris Bootcheck to Triple-A Salt Lake.
2005-04-23,New York Mets Recalled RHP Jae Seo from Triple-A Norfolk.
2005-04-24,Arizona Diamondbacks Recalled LHP Javier Lopez from Triple-A Tucson and optioned LHP Mike Gosling to Triple-A Tucson.
2005-04-24,Colorado Rockies Signed RHP Denny Stark to a minor league contract and assigned him to Triple-A Colorado Springs; Released INF Andy Tracy from Triple-A Colorado Springs so he could pursue an opportunity in Japan.
2005-04-24,Kansas City Royals Obtained INF Alejandro Prieto from the Phillies for a player to be named later.
2005-04-24,"Los Angeles Dodgers Placed RHP Elmer Dessens on the 15-day disabled list, retroactive to April 20, with bone spur in his pitching shoulder."
2005-04-24,Activated RHP Brad Penny from the 15-day disabled list.
2005-04-24,New York Yankees Placed RHP Jaret Wright on the 15-day disabled list and recalled RHP Colter Bean from Triple-A Columbus.
2005-04-24,Philadelphia Phillies Recalled RHP Geoff Geary from Triple-A Scranton/Wilkes-Barre and optioned RHP Gavin Floyd to Triple-A Scranton/Wilkes-Barre.
2005-04-24,Washington Nationals Recalled RHP Jon Rauch from Triple-A New Orleans and optioned LHP Joe Horgan to New Orleans.
2005-04-25,Detroit Tigers Placed RHP Colby Lewis on the 15-day disabled list due to complications from May 2004 shoulder surgery.
2005-04-25,New York Mets Designated LHP Mike Matthews for assignment and purchased the contract of LHP Royce Ring from Triple-A Norfolk.
2005-04-25,San Francisco Giants Optioned RHP Jerome Williams to Triple-A Fresno and purchased the contract of RHP Al Levine from Triple-A Fresno.
2005-04-26,Boston Red Sox Placed LHP David Wells on 15-day disabled list with a right foot sprain and recalled LHP Lenny DiNardo from Triple-A Pawtucket.
2005-04-26,Chicago Cubs Placed LHP Chad Fox on the 15-day disabled list with a right elbow injury and recalled LHP Will Ohman from Triple-A Iowa.
2005-04-26,Colorado Rockies Recalled 3B Garrett Atkins from his rehab assignment and reinstated him from the 15-day disabled list; Optioned 3B Jeff Baker to Triple-A Colorado Springs.
2005-04-26,Toronto Blue Jays Purchased the contract of C Ken Huckaby from Triple-A Syracuse; Granted C Greg Myers free agency in lieu of accepting an assignment to Syracuse.
2005-04-27,Chicago Cubs Optioned RHP Jon Leicester to Triple-A Iowa and recalled RHP Roberto Novoa from Triple-A Iowa.
2005-04-27,Cleveland Indians Signed LHP C.C. Sabathia to a contract extension through the 2008 season.
2005-04-27,"Los Angeles Angels Placed INF Maicer Izturis on the 15-day disabled list, retroactive to April 26, with a sprained medial collateral ligament of the left knee."
2005-04-27,New York Yankees Optioned RHP Colter Bean to Triple-A Columbus and recalled RHP Chien-Ming Wang from Columbus.
2005-04-27,San Francisco Giants Announced OF/IF Tony Torcato has cleared waivers and has been outrighted to Triple-A Fresno.
2005-04-27,Placed RHP Armando Benitez on the 15-day disabled list with a strained right hamstring; recalled RHP Scott Munter from Triple-A Fresno.
2005-04-27,St. Louis Cardinals Placed RHP Jason Isringhausen on the 15-day disabled list and recalled LHP Carmen Cali from Triple-A Memphis.
2005-04-28,Colorado Rockies Recalled OF Dustan Mohr from his rehab assignment and reinstated him from the 15-day disabled list; Purchased the contract of RHP Jay Witasick from Triple-A Colorado Springs; Optioned RHP Scott Dohmann and RHP Ryan Speier to Colorado Springs.
2005-04-28,Detroit Tigers Activated INF Ramon Martinez from the 15-day disabled list and optioned RHP Andrew Good to Triple-A Toledo.
2005-04-28,Kansas City Royals Recalled 1B/DH Ken Harvey from Triple-A Omaha and optioned RHP Shawn Camp to Triple-A Omaha.
2005-04-28,Los Angeles Angels Purchased the contract of INF David Matranga from Triple-A Salt Lake and transferred RHP Matt Hensley from the 15-day to the 60-day disabled list.
2005-04-28,Seattle Mariners Signed INF Dave Hansen to Minor League contract and assigned to Triple-A Tacoma.
2005-04-29,Boston Red Sox Optioned RHP Tim Bausher to Triple-A Pawtucket.
2005-04-29,"Placed RHP Curt Schilling on the 15-day disabled list, retroactive to April 24, with a bone bruise on his right ankle; Recalled RHP Tim Bausher from Triple-A Pawtucket."
2005-04-29,"Milwaukee Brewers Placed RHP Ben Sheets on the 15-day disabled list, retroactive to April 21, with vestibular neuritis in his left ear and purchased the contract of RHP Julio Santana from Triple-A Nashville."
2005-04-29,St. Louis Cardinals Purchased the contract of RHP Kevin Jarvis from Triple-A Memphis and optioned INF/OF Hector Luna to Memphis.
