date,transaction,injured,year,team,player,type,length,is_retroactive,date_retroactive
2011-03-12,Toronto Blue Jays placed RHP Dustin McGowan on the 60-day disabled list.,TRUE,2011,Toronto Blue Jays,Dustin McGowan,placed,60,FALSE,NA
2011-03-22,Houston Astros placed C Jason Castro on the 15-day disabled list.,TRUE,2011,Houston Astros,Jason Castro,placed,15,FALSE,NA
2011-03-22,Chicago Cubs placed RHP Brian Schlitter on the 15-day disabled list.,TRUE,2011,Chicago Cubs,Brian Schlitter,placed,15,FALSE,NA
2011-03-23,Washington Nationals placed RHP Stephen Strasburg on the 60-day disabled list.,TRUE,2011,Washington Nationals,Stephen Strasburg,placed,60,FALSE,NA
2011-03-25,St. Louis Cardinals placed RHP Adam Wainwright on the 60-day disabled list.,TRUE,2011,St. Louis Cardinals,Adam Wainwright,placed,60,FALSE,NA
2011-03-26,"Milwaukee Brewers placed RHP Zack Greinke on the 15-day disabled list retroactive to March 22, 2011.",TRUE,2011,Milwaukee Brewers,Zack Greinke,placed,15,TRUE,2011-03-22
2011-03-26,"Milwaukee Brewers placed LHP Manny Parra on the 15-day disabled list retroactive to March 22, 2011.",TRUE,2011,Milwaukee Brewers,Manny Parra,placed,15,TRUE,2011-03-22
2011-03-26,Toronto Blue Jays placed LF Corey Patterson on the 15-day disabled list.,TRUE,2011,Toronto Blue Jays,Corey Patterson,placed,15,FALSE,NA
2011-03-27,Atlanta Braves placed RHP Kris Medlen on the 15-day disabled list.,TRUE,2011,Atlanta Braves,Kris Medlen,placed,15,FALSE,NA
2011-03-27,"Milwaukee Brewers placed RHP LaTroy Hawkins on the 15-day disabled list retroactive to March 22, 2011.",TRUE,2011,Milwaukee Brewers,LaTroy Hawkins,placed,15,TRUE,2011-03-22
2011-03-28,Washington Nationals placed RHP Henry Alberto Rodriguez on the 15-day disabled list.,TRUE,2011,Washington Nationals,Henry Alberto Rodriguez,placed,15,FALSE,NA
2011-03-28,Washington Nationals placed RHP Chien-Ming Wang on the 60-day disabled list.,TRUE,2011,Washington Nationals,Chien Ming Wang,placed,60,FALSE,NA
2011-03-28,"San Diego Padres placed CF Eric Patterson on the 15-day disabled list retroactive to March 22, 2011.",TRUE,2011,San Diego Padres,Eric Patterson,placed,15,TRUE,2011-03-22
