date,transaction
2006-03-14,"Colorado Rockies Optioned RHP Manuel Corpas and RHP Juan Morillo to Single-A Modesto; Optioned RHP Mike Esposito and OF Jeff Salazar to Triple-A Colorado Springs; Optioned RHP Ubaldo Jimenez, RHP Ramon Ramirez, RHP Eduardo Sierra and INF Jayson Nix to Double-A Tulsa; Reassigned RHP Jim Miller, RHP Sandy Nin, RHP Judd Songster, LHP Justin Hampson, LHP Zack Parker, C Chris Iannetta and INF Troy Tulowitzki to Minor League camp."
2006-03-14,Los Angeles Dodgers Reassigned INF Tony Abreu and 3B Chris Truby to Minor League camp.
2006-03-14,"Minnesota Twins Optioned RHP J.D. Durbin, RHP Pat Neshek and OF Alex Romero to Triple-A Rochester; optioned LHP Errol Simonitsch, RHP Adam Harben, LHP Justin Jones and LHP Jose Mijares to Double-A New Britain; reassigned INF Tommy Watkins, OF Denard Span, OF Kevin West and C Kyle Phillips to Minor League camp."
2006-03-14,"Philadelphia Phillies Optioned OF Michael Bourn and LHP Daniel Haigwood to Triple-A Scranton/Wilkes-Barre; Optioned RHP Scott Mathieson and RHP Zack Segovia to Double-A Reading; Reassigned C John Vanden Berg, C Jason Jaramillo, LHP Gio Gonzalez, LHP Matt White, RHP Aaron Myette, RHP Jeremy Cummings to the Minor League camp."
2006-03-14,Toronto Blue Jays Red Sox returned Rule 5 pick RHP Jamie Vermilyea.
2006-03-14,Washington Nationals Reassigned OFs Mike Vento and Alex Escobar to Minor League camp; Optioned 3B/OF Tony Blanco to Potomac of the Class A Carolina League.
2006-03-15,"Atlanta Braves Optioned RHP Brad Baker and INF Scott Thorman to Triple-A Richmond; Optioned INF Luis Hernandez, INF Martin Prado and OF Josh Burrus to Double-A Mississippi; Optioned RHP Jose Ascanio to Class A Myrtle Beach; Reassigned RHP Kevin Barry, C Clint Sammons and INF Jonathan Schuerholz to Minor League camp."
2006-03-15,Cincinnati Reds Claimed INF Matt Kata off waivers from the Phillies and released RHP Allan Simpson.
2006-03-15,"Cleveland Indians Optioned RHP Jake Dittler, RHP Edward Mujica, RHP Brian Slocum and LHP Jason Stanford to Triple-A Buffalo; Optioned INF Michael Aubrey and LHP Rafael Perez to Double-A Akron; Reassigned C Javi Herrera, LHP Tony Sipp and LHP Jeremy Sowers to Minor League camp."
2006-03-15,"Florida Marlins Optioned LHP Adam Bostick, RHP Anibal Sanchez and RHP Scott Tyler to Double-A Carolina; Optioned LHP Renyel Pinto to Triple-A Albuquerque; Optioned RHP Jesus Delgado, Harvey Garcia and RHP Jose Garcia to Class A Jupiter."
2006-03-15,"Houston Astros Optioned RHPs Jason Hirsh, Jimmy Barthmaier, Juan Gutierrez and LHP Mark McLemore to Triple-A Round Rock; Reassigned RHP Jared Gothreaux and Cs Alan Zinter and J.R. House to Minor League camp."
2006-03-15,"Los Angeles Angels Reassigned RHP David Austen, INF Brandon Wood, C Bobby Wilson and C Michael Collins to Minor League camp."
2006-03-15,"New York Mets Reassigned RHP Alay Soler, RHP Tim Lavigne and LHP Mike Venafro to Minor League camp; Optioned RHP Anderson Garcia to Triple-A Norfolk."
2006-03-15,Philadelphia Phillies INF Matt Kata was claimed by the Cincinnati Reds off waivers.
2006-03-15,Pittsburgh Pirates Reassigned C Steve Lerud to Minor League camp.
2006-03-15,San Diego Padres Released INF Bobby Hill.
2006-03-15,"Seattle Mariners Optioned RHP Renee Cortez, LHP Travis Blackley and LHP Cesar Jimenez to Triple-A Tacoma; Optioned RHP Yorman Bazardo, RHP Marcos Carvajal, INF Oswaldo Navarro and OF Wladimir Balentien to Double-A San Antonio; Reassigned LHP Lindsay Gulin, C Andy Dominique and INF Rayon Lampe to Minor League camp; Released RHP Jeff Heaverlo."
2006-03-16,Boston Red Sox Signed C Javier Cardona to a Minor League contract.
2006-03-16,"Cleveland Indians Optioned RHP Kazuhito Tadano to Triple-A Buffalo and OF Brad Snyder to Double-A Akron; re-assigned C Armando Camacaro, OF Todd Donovan, INF Jake Gautreau and INF/OF Joe Inglett to Minor League camp."
2006-03-16,Los Angeles Dodgers Optioned 3B Andy LaRoche and LHP Greg Miller to Double-A Jacksonville.
2006-03-16,"Milwaukee Brewers Optioned RHP Chris Demaria, LHP Dana Eveland and OF Tony Gwynn, Jr. to Triple A Nashville; Optioned INF Hernan Iribarren to Class A Brevard County; Assigned LHP Wilfredo Rodriguez to Minor League camp."
2006-03-16,Minnesota Twins Reassigned RHP Matt Garza to Minor League camp.
2006-03-16,New York Mets Reassigned C Zachary Clements to Minor League camp.
2006-03-16,New York Yankees Optioned RHP Matt DeSalvo and RHP Jeff Karstens to Triple-A Columbus.
2006-03-16,Philadelphia Phillies Optioned OF Josh Kroeger and C Carlos Ruiz to Triple-A Scranton/Wilkes-Barre.
2006-03-16,"St. Louis Cardinals Optioned INF Travis Hanson and INF Brendan Ryan to the Minor Leagues; Re-assigned RHP Blaine Neal, RHP John Riedling, RHP Brad Voyles and RHP John Webb to Minor League camp."
2006-03-16,"Tampa Bay Devil Rays Optioned INF B.J Upton, OF Delmon Young, INF Wes Bangston, C Shawn Riggans, LHP Chris Seddon, RHP James Shields and RHP Brian Stokes to Triple-A Durham; Reassigned RHP Travis Driskill, C Ryan Christianson, INF Fernando Cortez, INF Kevin Witt, OF Elijah Dukes, OF Darnell McDonald to Minor League camp."
2006-03-16,"Texas Rangers Assigned LHP John Danks, RHP Thomas Diamond and RHP Jayson Durocher to Minor League camp."
2006-03-16,"Toronto Blue Jays Optioned SS Sergio Santos, 2B Ryan Roberts, 3B John Hattig, 1B Rob Cosby, RHP Josh Banks to Triple-A Syracuse; Optioned RHP Ismael Ramirez to Double-A New Hampshire; Reassigned RHP Casey Janssen and C Curtis Thigpen to Minor League camp."
2006-03-17,Atlanta Braves Signed RHP Peter Moylan and LHP Damian Moss to Minor League contracts.
2006-03-17,"Boston Red Sox Reassigned RHP Matt Ginter, LHP Craig Breslow, LHP Mike Bumatay, LHP Phil Seiber, INF Jed Lowrie and OF Luke Allen to Minor League camp; Optioned RHP Cla Meredith to Triple-A Pawtucket."
2006-03-17,Chicago White Sox Optioned OF Jerry Owens and LHP Paulino Reynoso to Triple-A Charlotte.
2006-03-17,"Detroit Tigers Optioned RHPs Eulogio De La Cruz, Preston Larrison, Humberto Sanchez and Jordan Tata, INFs Tony Giarratano and Kody Kirkland and OF Brent Clevlen to Double-A Erie; Assigned RHPs Tim Crabtree and Colby Lewis, Cs Mike Rabelo and Danilo Sanchez and INF Kevin Hooper to Minor League camp; Released RHP Matt Mantei from his Triple-A Toledo contract."
2006-03-17,Los Angeles Angels Optioned OF Nick Gorneault to Triple-A Salt Lake.
2006-03-17,Oakland Athletics Optioned RHP Chris Mabeus to Triple-A Sacramento; Reassigned INFs Daric Barton and Cliff Pennington to Minor League camp.
2006-03-17,Seattle Mariners Optioned OF T.J. Bohn to AAA Tacoma.
2006-03-17,Texas Rangers Reassigned C Nick Trzesniak and INF Travis Metcalf to Minor League camp; optioned INF Joaquin Arias to Triple-A Oklahoma.
2006-03-17,"Toronto Blue Jays Optioned RHP Brandon League, RHP Shaun Marcum, RHP Francisco Rosario, RHP Ty Taubenheim and OF John-Ford Griffin to Triple-A Syracuse and OF Miguel Negron to Double-A New Hampshire."
2006-03-17,"Washington Nationals Reassigned RHP Anastacio Martinez, RHP Santiago Ramirez, LHP Joe Horgan and SS Ian Desmond to Minor League camp."
2006-03-18,"Baltimore Orioles Reassigned INF Leo Daigle, OF Keith Reed, C Brian Bock and C Ryan Hubele to Minor League camp."
2006-03-18,Cleveland Indians Reassigned OF Ryan Mulhern to Minor League camp.
2006-03-18,Minnesota Twins Reassigned LHP Ricky Barrett and RHP Kevin Cameron to Minor League camp.
2006-03-18,San Diego Padres Optioned RHP Tim Stauffer to Triple-A Portland; Reassigned IF/C Jason Hill to Minor League camp.
2006-03-18,Tampa Bay Devil Rays Sent LHP Jon Switzer outright to Triple-A Durham.
2006-03-18,Texas Rangers Reassigned RHP Rick Bauer to Minor League camp.
2006-03-18,Toronto Blue Jays Optioned RHP Dustin McGowan to Triple-A Syracuse.
2006-03-19,"Arizona Diamondbacks Optioned RHP Brian Bruney to Minor League camp; Assigned LHP Neal Musser, RHP Kevin Jarvis, LHP Felix Heredia, INF Chris Carter and C Matt Morgan to Minor League camp."
2006-03-19,Boston Red Sox Signed DH/OF Juan Gonzalez to a Minor League contract.
2006-03-19,"Cincinnati Reds Reassigned RHP Homer Bailey, C Ryan Hanigan, INF Aaron Holbert, INF Earl Snyder and C Steve Torrealba to Minor League camp and released OF Tuffy Rhodes."
2006-03-19,Houston Astros Optioned RHP Matt Albers and RHP Felipe Paulino to Triple-A Round Rock.
2006-03-19,"Los Angeles Angels Reassigned LHP Nathan Bland, LHP Jonathon Rouwenhorst, RHP Dustin Moseley, and C Ryan Buddewas to Minor League camp; Optioned INF Erick Aybar, INF Howie Kendrick, and OF Tommy Murphy to Double-A Arkansas."
2006-03-19,Milwaukee Brewers Signed RHP Allan Simpson to a Minor League contract with an invitation to Major League camp; assigned LHP Zach Jackson to Minor League camp.
2006-03-19,"New York Mets Optioned RHP John Maine, RHP Steve Schmoll to Triple-A Norfolk and RHP Henry Owens to Single-A St. Lucie; Reassigned LHP Matt Perisho, 1B Juan Tejeda and OF Julio Ramirez to Minor League camp."
2006-03-19,"New York Yankees Optioned RHP T.J. Beam to Double-A Trenton; Optioned Melky Cabrera and LHP Sean Henn to Triple-A Columbus; reassigned LHP Frank Brooks, RHP J. Brent Cox, C David Parrish, INF Marcos Vechionacci, INF Ramiro Pena, INF Eric Duncan and INF Mitch Jones to Minor League camp; announced the retirement of Al Leiter."
2006-03-19,"Oakland Athletics Optioned RHP Matt Roney and RHP Shane Komine to Triple-A Sacramento; Reassigned RHP Jason Karnuth, C Kurt Suzuki and INF Andrew Beattie to Minor League camp."
2006-03-19,"San Francisco Giants Reassigned LHP Michael Tejera, RHP Matt Anderson, RHP Brian Cooper, RHP Matt Kinney, SS Tomas de la Rosa and C Yamid Haad to Minor League camp; optioned C Justin Knoedler and OF Nate Schierholtz to Triple-A Fresno."
2006-03-19,Tampa Bay Devil Rays Signed RHP Al Reyes to a Minor League contract; Optioned RHP Jason Hammel to Triple-A Durham.
2006-03-19,Washington Nationals Optioned OF Tyrell Godwin and INF Bernie Castro to Triple-A New Orleans; Reassigned C Brandon Harper to Minor League camp.
2006-03-20,Boston Red Sox Acquired OF Wily Mo Pena from the Reds in exchange for RHP Bronson Arroyo and cash.
2006-03-20,Chicago White Sox Acquired LHP Matt Thornton from the Seattle Mariners in exchange for OF Joe Borchard.
2006-03-20,Cincinnati Reds Acquired RHP Bronson Arroyo and cash from the Boston Red Sox in exchange for OF Wily Mo Pena; Reassigned LHP Tommy Phelps to Minor League camp.
2006-03-20,"Colorado Rockies Assigned RHP Nate Field, RHP Bret Prinz, RHP Keiichi Yabu, LHP Steve Colyer, LHP Randy Williams and C Dan Conway to Minor League camp."
2006-03-20,"Kansas City Royals Reassigned RHPs Kyle Snyder, Adam Bernero, David Elder, Bobby Keppel, Joe Nelson and OFs Chad Allen and Kerry Robinson to Triple-A Omaha. Reassigned C Mark Tupman to Double-A Wichita. Optioned LHP J.P Howell and INFs Andres Blanco, Ruben Gotay and Justin Huber to Triple-A Omaha."
2006-03-20,"Minnesota Twins Optioned RHP Boof Bonser, C Chris Heintz and 1B Garrett Jones to Triple-A Rochester."
2006-03-20,Oakland Athletics Reassigned OF Doug Clark to Minor League camp.
2006-03-20,"Philadelphia Phillies Reassigned OF Peter Bergeron, RHP Ryan Cameron, RHP Clay Condrey, 1B/OF Shawn Garrett, RHP Travis Minix, RHP Brian Sanches, INF Bobby Scales and INF Joe Thurston to Minor League camp."
2006-03-20,Seattle Mariners Acquired OF Joe Borchard from the Chicago White Sox in exchange for LHP Matt Thornton.
2006-03-21,Chicago Cubs Reassigned Cs Jake Fox and Dennis Anderson to Minor League camp.
2006-03-21,"Chicago White Sox Reassigned 3B Josh Fields, OF Darren Blakeley and RHP Agustin Montero to Minor League camp."
2006-03-21,Cincinnati Reds Acquired C David Ross from the San Diego Padres in exchange for RHP Bobby Basham and designated RHP Jason Standridge for assignment.
2006-03-21,"Florida Marlins Optioned RHP Logan Kensing to Triple-A Albuquerque; Reassigned RHP Buddy Carlyle, RHP Eddie Gaillard, INF Mickey Lopez and INF Scott Seabol to Minor League camp."
2006-03-21,Milwaukee Brewers Optioned RHP Carlos Villanueva to Double-A Huntsville.
2006-03-21,"Pittsburgh Pirates Optioned LHP Sean Burnett, LHP Tom Gorzelanny, INF Yurendell DeCaster, INF Brad Eldred, OF Rajai Davis to Triple-A Indianapolis; RHP Ron Chiavacci, RHP Nerio Rodriguez, RHP Matt Whiteside, Reassigned C Carlos Maldonado, INF Jason Alfaro, INF Gookie Dawkins to Minor League camp."
2006-03-21,San Diego Padres Acquired RHP Bobby Basham from the Cincinnati Reds in exchange for C David Ross.
2006-03-21,"Seattle Mariners Optioned LHP Bobby Livingston to AAA Tacoma; Reassigned Cs Jeff Clement and Rob Johnson and INFs Asdrubal Cabrera, Todd Sears and Matt Tuiasosopo to Minor League camp."
2006-03-22,"Baltimore Orioles Released RHP Ricky Bottalico and IF Luis Lopez; Optioned OF Val Majewski, SS Brandon Fahey and RHP Hayden Penn to Triple-A Ottawa; Optioned OF Jeff Fiorentino to Double-A Bowie; Reassigned RHP Winston Abreu, LHP Scott Rice, 1B Alejandro Freire and 1B-3B Andy Tracy to Minor League camp."
2006-03-22,"Chicago White Sox Reassigned OF Darren Blakely, INF Josh Fields and P Agustin Montero to Minor League camp."
2006-03-22,Cleveland Indians Optioned RHP Andrew Brown and RHP Fausto Carmona to Triple-A Buffalo.
2006-03-22,Florida Marlins Optioned RHP Yusmiero Petit to Triple-A Albuquerque.
2006-03-22,"New York Mets Assigned RHP Mike Pelfrey, RHP Bartolome Fortunato and RHP Jeremi Gonzalez to Minor League camp."
2006-03-22,San Diego Padres Purchased the contract of LHP Alan Embree from Triple-A Portland.
2006-03-22,"St. Louis Cardinals Optioned RHP Anthony Reyes, LHP Carmen Cali, LHP Tyler Johnson and C Michel Hernandez to Triple-A Memphis."
2006-03-22,Toronto Blue Jays Reassigned RHP Ben Weber to Minor League camp.
2006-03-23,"Atlanta Braves Optioned RHP Anthony Lerew to Triple-A Richmond; reassigned to Minor League camp: RHP Chad Paronto, RHP Wes Obermueller, RHP Travis Smith, INF Cesar Crespo, OF David Kelton and OF Michael Ryan to Triple-A Richmond; RHP Sean White and C Jarrod Saltalamacchia to Double-A Mississippi; and C Steve Pyzik to Class A Myrtle Beach."
2006-03-23,Boston Red Sox Optioned INF Alejandro Machado to Triple-A Pawtucket and reassigned OF Ron Calloway and RHP Jimmy Serrano to Minor League camp.
2006-03-23,Chicago Cubs Optioned C Geovany Soto to Triple-A Iowa and C Jose Reyes and INF Brian Dopirak to Double-A West Tenn; Returned INF Casey McGehee and INF Augie Ojeda to Minor League camp.
2006-03-23,"Cardinals returned Rule 5 Draft pick, RHP Juan Mateo, to the Cubs."
2006-03-23,"Detroit Tigers Optioned LHP Wilfredo Ledezma to Triple-A Toledo; Assigned RHPs Chad Durbin, Lee Gardner and Kevin Hodge, Cs Brian Peterson and Max St. Pierre, 1B Josh Phelps and OFs Ryan Ludwick and Reggie Taylor to Minor League camp."
2006-03-23,Los Angeles Dodgers Optioned OF Andre Ethier to Triple-A Las Vegas and reassigned RHP Takashi Saito to Minor League camp.
2006-03-23,"New York Mets Placed RHP Juan Padilla on the 60-day disabled list, recovering from March 2006 Tommy John surgery."
2006-03-23,Seattle Mariners Optioned OF Shin-Soo Choo to AAA Tacoma.
2006-03-23,St. Louis Cardinals Returned Rule 5 selection RHP Juan Mateo to the Cubs.
2006-03-23,"Washington Nationals Optioned LHP Billy Traber toTriple-A New Orleans; Reassigned RHP Kyle Denney, C Mike DiFelice, OF Kenny Kelly, OF George Lombard, RHP Saul Rivera and RHP Steve Watkins to Minor League camp; Released LHP Valerio de los Santos per his contract."
2006-03-24,Boston Red Sox Claimed 1B Hee-Seop Choi off waivers from Los Angeles Dodgers.
2006-03-24,"Cincinnati Reds Optioned LHP Michael Gosling, RHP Justin Germano and OF Chris Denorfia to Triple-A Louisville; reassigned LHP Jung Keun Bong to Minor League camp."
2006-03-24,"Cleveland Indians Optioned INF/C Ryan Garko, OF Franklin Gutierrez and INF Andy Marte to AAA Buffalo; Reassigned INF Jose Flores, RHP Ben Howard and INF Lou Merloni to Minor League camp."
2006-03-24,"Florida Marlins Reassigned LHP Taylor Tankersley, LHP Josh Stewart and RHP Ryan Rupe to Minor League camp."
2006-03-24,San Diego Padres Sent RHP Seth Etherton outright to Triple-A Portland. The Royals declined to take the Rule 5 pick back.
2006-03-24,Seattle Mariners Released non-roster Spring Training invitees RHP Dave Burba and INF Fernando Vina.
2006-03-25,Cincinnati Reds Signed OF Alex Sanchez to a Minor League contract; RHP Jason Standridge accepted his outright assignment to Triple-A Louisville.
2006-03-25,Cleveland Indians Optioned RHP Jeremy Guthrie to Triple-A Buffalo.
2006-03-25,"Houston Astros Reassigned RHP Ezequiel Astacio, RHP Joe Valentine, RHP Dave Borkowski, OF Josh Anderson, OF Charlton Jimerson, OF Luke Scott, INF Danny Klassen and C Hector Gimenez to the Minor Leagues; Placed INF Jeff Bagwell on the 15-day disabled list."
2006-03-25,"Milwaukee Brewers Assigned LHP Jason Kershner, LHP Justin Thompson, RHP Allan Simpson, C Mike Rivera and INF Brent Abernathy to Minor League camp; Optioned OF Nelson Cruz to Triple-A Nashville."
2006-03-25,New York Yankees Acquired C Keith McDonald from the Rangers for a player to be named.
2006-03-25,Texas Rangers Reassigned LHP Kevin Walker to Minor League camp; optioned OF Jason Botts to Triple-A Oklahoma.
2006-03-26,Arizona Diamondbacks Acquired RHP Jose Cruz from the Oakland Athletics in exchange for LHP Brad Halsey.
2006-03-26,Chicago Cubs Optioned OF Felix Pie to Triple-A Iowa and returned LHP Les Walrond and RHP Randy Wells to Minor League camp.
2006-03-26,"Chicago White Sox Optioned RHP Sean Tracey to Triple-A Charlotte; reassigned LHP Armando Almanza, INF Andy Gonzalez, INF Robert Valido, C Gustavo Molina and OF Ryan Sweeney to Minor League camp."
2006-03-26,Detroit Tigers Unconditionally released INF Carlos Pena.
2006-03-26,"Florida Marlins Optioned INF Robert Andino, 1B Jason Stokes and RHP Travis Bowyer to Triple-A Albuquerque; Reassigned C Ryan Jorgensen and OF Mark Little to Minor League camp."
2006-03-26,"Minnesota Twins Released LHP Darrell May; Reassigned INF Jason Hart, OF Josh Rabe and OF Andres Torres to Minor League camp."
2006-03-26,New York Yankees Optioned OF Kevin Thompson and OF Kevin Reese to Triple-A Columbus; Reassigned C Ben Davis to Minor League camp.
2006-03-26,"Oakland Athletics Optioned RHP Chad Gaudin, LHP John Rheinecker, C Jeremy Brown, IF Mike Rouse and OFs Charles Thomas and Matt Watson to Triple-A Sacramento."
2006-03-26,Acquired LHP Brad Halsey from the Diamondbacks for RHP Juan Cruz.
2006-03-26,"Pittsburgh Pirates Reassigned non-roster invitees RHP Marty McLeary, RHP Jorge Vasquez, C Paul Chiaffredo, INF J.J. Furmaniak and OF Ray Sadler to Minor League camp."
2006-03-26,San Francisco Giants Reassigned RHP Pedro Liriano to Minor League camp.
2006-03-26,St. Louis Cardinals Released RHP Jeff Nelson and reassigned INF Brian Daubach to Minor League camp.
2006-03-26,Texas Rangers Assigned LHP Ron Mahay to Minor League camp.
2006-03-26,Toronto Blue Jays Reassigned LHP Matt Blank to Minor League camp.
2006-03-27,"Arizona Diamondbacks Optioned RHP Dustin Nippert, 2B Alberto Callaspo, SS Stephen Drew and OF Scott Hairston to Minor League camp; reassigned RHP Mike Koplove, C Juan Brito and 3B Brian Barden to Minor League camp."
2006-03-27,Chicago White Sox Reassigned LHP Javier Lopez and RHP Tim Redding to Minor League camp.
2006-03-27,Cincinnati Reds Reassigned RHP Jake Robbins to Minor League camp; Signed OF Terrence Long to a Minor League contract and assigned him to Minor League camp.
2006-03-27,Florida Marlins Optioned RHP Nate Bump to Triple-A Albuquerque.
2006-03-27,"Kansas City Royals Reassigned 3B Alex Gordon to Double-A Wichita; Reassigned INFs Chris Clapinski, Wilson Valdez, Benji Gil, and Mike Coolbaugh and C Paul Phillips to Triple-A Omaha."
2006-03-27,Placed RHP Runelvys Hernandez on the 15-day disabled list due to lack of stamina.
2006-03-27,"Los Angeles Dodgers Optioned LHP Tim Hamulack, RHP D.J. Houlton and RHP Jonathan Broxton to Triple-A Las Vegas; Reassigned LHP Kelly Wunsch to Minor League camp."
2006-03-27,Milwaukee Brewers Sent 2B Zach Sorensen outright to Triple-A Nashville.
2006-03-27,New York Mets Sent RHP Mitch Wylie outright to Triple-A Norfolk. Wylie refused the assignment and is now a free agent.
2006-03-27,New York Yankees Optioned RHP Colter Bean to Triple-A Columbus; Reassigned RHP Mark Corey and LHP Dusty Bergman to Minor League camp.
2006-03-27,Philadelphia Phillies Reassigned LHP Cole Hamels to Minor League camp; Optioned RHP Yoel Hernandez and RHP Aquilino Lopez to Triple-A Scranton/Wilkes Barre.
2006-03-27,"San Diego Padres Released RHP Brian Sikorski and sent RHP Jason Anderson and 1B Walter Young outright to Triple-A Portland; Optioned C Pete Laforest to Triple-A Portland; Reassigned RHP Seth Etherton, RHP Jon Adkins, LHP Ryan Meaux, INF Ricky Gutierrez and outfielder Jack Cust to Minor League camp."
2006-03-27,"San Francisco Giants Optioned RHP Brad Hennessey, RHP Merkin Valdez and OF Dan Ortmeier to Triple-A Fresno."
2006-03-27,Texas Rangers Released INF Erubiel Durazo.
2006-03-27,"Washington Nationals Placed RHP Luis Ayala (right elbow), RHP Ryan Drese (right shoulder), RHP Brian Lawrence (right shoulder), C/1B Robert Fick (right elbow) and SS Cristian Guzman (right shoulder) on the 15-day disabled list retroactive to March 24."
2006-03-28,Arizona Diamondbacks Assigned LHP Randy Choate to Minor League camp.
2006-03-28,Atlanta Braves Optioned C Brayan Pena and SS Tony Pena to Triple-A Richmond.
2006-03-28,"Baltimore Orioles Reassigned RHP Andy Mitchell, LHP Vic Darensbourg, IFs Napoleon Calzado, Howie Clark, Eddy Garabito and Fernando Tatis and OF Esix Snead to Minor League camp; Transferred RHP Aaron Rakers to the 60-day disabled list with a torn right labrum."
2006-03-28,Boston Red Sox Optioned RHPs Manny Delcarmen and Craig Hansen to Triple-A Pawtucket.
2006-03-28,"Chicago Cubs Optioned RHP David Aardsma, RHP Angel Guzman and RHP Jae Kuk Ryu to Triple-A Iowa; Returned C Casey Kopitzke to Minor League camp; Placed RHP Mark Prior (right subscapularis strain) and RHP Kerry Wood (right shoulder arthroscopy) on the 15-day disabled list, retroactive to March 27."
2006-03-28,Acquired RHP Lincoln Holdzkom and LHP Zach McCormack from the Florida Marlins in exchange for RHP Todd Wellemeyer; announced the retirement of Marquis Grissom.
2006-03-28,Cleveland Indians Signed LHP Felix Heredia to a Minor League contract.
2006-03-28,"Colorado Rockies Optioned C J.D. Closser and OF Jeff Baker to Minor League camp; Assigned RHP Jose Acevedo, RHP Miguel Asencio, INF Carlos Rivera and INF Ian Stewart to Minor League camp; Placed SS Josh Wilson on the 60-day disabled list with a broken left big toe."
2006-03-28,Florida Marlins Acquired RHP Todd Wellemeyer from the Cubs for nonroster RHP Lincoln Holdzkom and nonroster LHP Zach McCormack; purchased the contract of RHP Matt Herges from Triple-A Albuquerque.
2006-03-28,Kansas City Royals Claimed INF Tony Graffanino off waivers from Boston; Claimed RHP Steve Andrade off waivers from San Diego; Designated OF Chip Ambres for assignment; Placed LHP Bobby Madritsch on the 60-day disabled list (recovering from November 2005 shoulder surgery).
2006-03-28,Los Angeles Angels Reassigned RHP Scott Dunn and RHP Jason Bulger to Minor League camp.
2006-03-28,"New York Mets Optioned 2B Jeff Keppinger, LHP Royce Ring and LHP Juan Perez to Triple-A Norfolk; reassigned OF Tike Redman, OF Lastings Milledge, C Sandy Martinez and 1B Todd Self to Minor League camp."
2006-03-28,Philadelphia Phillies Traded RHP Aquilino Lopez to the San Diego Padres in exchange for Minor League OF Matt Thayer and 3B Trey Johnston.
2006-03-28,San Diego Padres RHP Stephen Andrade was claimed off outright waivers by Kansas City.
2006-03-28,Seattle Mariners Released non-roster invitee C Andy Dominique.
2006-03-28,Tampa Bay Devil Rays Optioned RHP Tim Corcoran to Triple-A Durham; Reassigned LHP Wayne Franklin to Minor League camp.
2006-03-28,Toronto Blue Jays Returned RHP James Baldwin to Minor League camp.
2006-03-28,"Washington Nationals Optioned OF Ryan Church, RHP Jason Bergmann and INF Brendan Harris to Triple-A New Orleans; reassigned LHP Bill Bray to Minor League camp."
2006-03-29,Arizona Diamondbacks Optioned RHP Jeff Bajenaru to Minor League camp.
2006-03-29,Baltimore Orioles Released C Geronimo Gil.
2006-03-29,Chicago Cubs Assigned non-roster invitee OF Michael Restovich to Minor League camp; Optioned LHP Rich Hill to Triple-A Iowa.
2006-03-29,"Cincinnati Reds Optioned INF William Bergolla, INF Matt Kata and LHP Brian Shackelford to Triple-A Louisville."
2006-03-29,Cleveland Indians Signed OF Grady Sizemore to six-year contract through the 2011 season with a club option for 2012.
2006-03-29,"Detroit Tigers Optioned the contracts of RHP Mark Woodyard, RHP Roman Colon, INF Don Kelly and OF Nook Logan to Triple-A Toledo; Assigned LHP Hector Mercado, INF Mike Hessman and OF Alexis Gomez to Minor League camp; Claimed C Rob Bowen off waivers from the Minnesota Twins."
2006-03-29,Florida Marlins INF Lenny Harris and RHP Kerry Ligtenberg asked for their release; Reassigned INF Mike Kinkade and OF Mike Cepicky to Minor League camp; Optioned LHP Scott Olsen to Triple-A Albuquerque; Added RHP Matt Herges to the 40-man roster.
2006-03-29,Kansas City Royals Optioned OF Aaron Guiel to Triple-A Omaha and RHP Leo Nunez to Double-A Wichita. Reassigned INF Joe McEwing to Minor League camp.
2006-03-29,Los Angeles Angels Reassigned RHP Chris Bootcheck and OF Reggie Willits to Minor League camp.
2006-03-29,Los Angeles Dodgers Signed 2B Jeff Kent to a one-year contract extension with an option for 2008.
2006-03-29,Milwaukee Brewers Released RHP Kane Davis.
2006-03-29,"Minnesota Twins Reassigned LHP Dennys Reyes, C Shawn Wooten and INFs Luis Maza and Glenn Williams to Minor League camp; 2005 Rule V selection Jason Pridie was returned to the Tampa Bay Devil Rays and assigned to Triple-A Durham; Placed LHP Dave Gassner on the 15-day disabled list with a left elbow strain; Claimed C Rob Bowen off waivers from the Detroit Tigers."
2006-03-29,New York Yankees Reassigned C Keith McDonald to Minor League camp.
2006-03-29,Philadelphia Phillies Optioned RHP Robinson Tejeda and LHP Eude Brito to Triple-A Scranton/Wilkes-Barre; optioned INF Danny Sandoval to Minor League camp; Placed RHP Chris Booker on the 15-day disabled list (left knee inflammation); Released RHP Ricardo Rodriguez.
2006-03-29,"Pittsburgh Pirates Optioned INF/OF Jose Bautista and C Ronny Paulino to Triple-A Indianapolis; Reassigned non-roster invitees RHP Scott Strickland, RHP Britt Reames and INF/OF Mike Edwards to Minor League camp."
2006-03-29,San Francisco Giants Purchased the contract of RHP Jamey Wright from Triple-A Fresno and designated LHP Jon Coutlangus for assignment.
2006-03-29,"Seattle Mariners Optioned RHP Clint Nageotte and IF/OF Mike Morse to Triple-A Tacoma; Reassigned RHP Kevin Appier, RHP Scott Atchison, RHP Francisco Cruceta, RHP Sean Green, INF Greg Dobbs, INF Jose Morban, INF Cody Ransom, OF Adam Jones and C Corky Miller to Minor League camp."
2006-03-29,St. Louis Cardinals Released INF Deivi Cruz; Optioned OF John Gall and OF Chris Duncan to Triple-A Memphis.
2006-03-29,Tampa Bay Devil Rays Twins returned Rule 5 pick OF Jason Pridie.
