date,transaction
2007-01-04,"Houston Astros Signed INF Mark Loretta to a one-year contract; Signed RHP Jose Rodriguez, LHPs Stephen Randolph and Kevin Walker, C Eric Munson and INF Cody Ransom to minor league contracts with an invitation to Major League Spring Training."
2007-01-04,"Los Angeles Angels Designated RHP Chris Bootcheck for assignment; Signed INF Casey Smith, Curtis Pride, Nathan Haynes, Alex Serrano, RHP Marcus Gwyn, RHP Matt Hensley to Minor League contracts and invited them to Spring Training; Invited nonroster catcher Ben Johnson to spring training; Invited nonroster C Brent Del Chiaro, C Flint Wipke, C Tim Duff, 1B Mike Eylward, OF Aaron Peel, RHP Kasey Olenberger, RHP Matt Wilhite, RHP Nick Adenhart, RHP Nick Green, RHP Robert Mosebach, RHP Ryan Aldridge, RHP Tommy Mendoza, SS Brandon Wood, SS Hainley Statia and SS Sean Rodriguez to Spring Training."
2007-01-04,San Francisco Giants Designated C Justin Knoedler for assignment.
2007-01-05,"Baltimore Orioles Signed RHP Daniel Cabrera to terms on a one-year contract; Invited nonroster RHP Fredy Deza to spring training; Signed C J.R. House, 1B Brandon Sing, LHP Chris Waters, OF Ruddy Yan, RHP Cory Doyne, RHP Francis Beltran, RHP Jon Leicester, RHP Jose Acevedo, RHP Steve Green, RHP Victor Moreno, Mike Cervenak and Terry Tiffee to Minor League contracts and invited them to Spring Training."
2007-01-05,"Cleveland Indians Signed C Armando Camacaro, C Javi Herrera and LHP Jason Stanford to Minor League contracts and invited them to Spring Training; Invited nonroster C Max Ramirez, C Wyatt Toregas, LHP Aaron Laffey, LHP Chuck Lofgren, LHP Scott Lewis, LHP Tony Sipp, Trevor Crowe, RHP Adam Miller and Asdrubal Cabrera to Spring Training."
2007-01-05,Detroit Tigers Signed OF Timo Perez to a Minor League contract and invited him to Spring Training.
2007-01-05,Florida Marlins Signed OF Chad Hermansen to a Minor League contract and invited him to Spring Training.
2007-01-05,New York Mets Signed INF/OF David Newhan to a one-year contract.
2007-01-05,New York Yankees Signed 1B Doug Mientkiewicz to a one-year contract.
2007-01-05,Philadelphia Phillies Claimed RHP Anderson Garcia off waivers from the Baltimore Orioles; Invited INF Brent Abernathy and OF Lou Collier to Spring Training.
2007-01-05,Seattle Mariners Signed RHP Chris Reitsma to a one-year contract with a club-option for 2008.
2007-01-05,"Texas Rangers Signed INF/OF Jerry Hairston, Jr. to a one-year contract and invited him to Spring Training."
2007-01-08,"Cincinnati Reds Invited C Ryan Hanigan, RHP Homer Bailey, SS Paul Janish to Spring Training; Signed C Ryan Jorgensen, LHP Mike Gosling, OF Dewayne Wise, RHP Tom Shearn, SS Anderson Machado, C Dan Conway, LHP Jason Kershner, RHP Victor Santos to Minor League contracts and invited them to Spring Training."
2007-01-08,Houston Astros Signed RHP Dan Wheeler to a one-year contract.
2007-01-08,"Milwaukee Brewers Signed RHP Mike Meyers, RHP Luis Pena, RHP Vince Perkins, RHP Alec Zumwalt, SS Ozzie Chavez to Minor League contracts and invited them to Spring Training."
2007-01-08,Oakland Athletics Signed INF Lou Merloni to a Minor League contract and invited him to Spring Training.
2007-01-08,"Pittsburgh Pirates Signed RHP Kevin Gryboski, C Einar Diaz, INF/OF Jose Hernandez and INF/OF Mike Edwards to Minor League contracts with invitations to Major League Spring Training camp."
2007-01-08,"San Francisco Giants Extended non-roster invitations to Spring Training to RHPs Tim Lincecum, Tyler Walker, Sun-Woo Kim, Scott Atchison, David Cortes, Daniel Giese, Justin Hedrick, Carlos Hines, Matt Palmer and Mitch Wylie; LHPs Ryan Meaux and Damian Moss; Cs Stephen Holm, Todd Jennings and Guillermo Rodriguez; IFs William Bergolla, Julio Cordido, Tomas De La Rosa, Luis Figueroa, Justin Leone, Scott McClain, Ivan Ochoa and Chad Santos; and OFs Brian Horwitz, Eddy Martinez-Esteve and Clay Timpner."
2007-01-09,"Arizona Diamondbacks Acquired LHP Randy Johnson and cash from the New York Yankees in exchange for RHP Luis Vizcaino, RHP Ross Ohlendorf, RHP Steven Jackson and INF Alberto Gonzalez and extended Johnson's contract through the 2008 season."
2007-01-09,"Chicago Cubs The Cubs invited RHP Sean Gallagher, RHP Adam Harben, LHP Ryan O'Malley, LHP Carmen Pignatiello, RHP Randy Wells, C Jake Fox, 3B Casey McGehee, 2B Eric Patterson, IF Mike Kinkade, OF Tyler Colvin, OF Chris Walker to Spring Training."
2007-01-09,Colorado Rockies Signed C Javy Lopez to a one-year contract.
2007-01-09,Minnesota Twins Signed LHP Randy Choate to a Minor League contract and invited him to Spring Training.
2007-01-09,New York Mets Signed C Mike DiFelice to a Minor League contract and invited him to Spring Training.
2007-01-09,"New York Yankees Acquired RHP Luis Vizcaino, RHP Ross Ohlendorf, RHP Steven Jackson and SS Alberto Gonzalez for LHP Randy Johnson and cash considerations."
2007-01-09,San Francisco Giants Signed RHP Russ Ortiz to one-year deal.
2007-01-09,Toronto Blue Jays Signed RHP Jason Frasor to a one-year contract; Signed RHP John Thomson to a one-year contract; Designated INF Rob Cosby for assignment.
2007-01-10,Cincinnati Reds Acquired INF Jeff Keppinger from Kansas City in exchange for RHP Russ Haltiwanger; Designated INF Ray Olmedo for assignment.
2007-01-10,"Detroit Tigers Extended invitations to Major League camp to the following 16 players: RHPs Craig Dingman, Jair Jurrjens and Dennis Tankersley, LHPs Tim Byrdak, Felix Heredia and Bobby Seay, Cs Gabe Johnson, Dane Sardinha and Steve Torrealba, INFs Brent Dlugach, Mike Hessman and Kevin Hooper and OFs Cameron Maybin, Timo Perez, Ryan Raburn and Brandon Watson."
2007-01-10,Kansas City Royals Acquired RHP Russ Haltiwanger from the Cincinnati Reds in exchange for INF Jeff Keppinger.
2007-01-10,Los Angeles Angels Sent RHP Chris Bootcheck outright to Triple-A Salt Lake.
2007-01-10,"Milwaukee Brewers Invited 3B Ryan Braun, C Nestor Corredor, RHP Tim Dillard, RHP Yovani Gallardo, C Lou Palmisano to Spring Training."
2007-01-10,San Francisco Giants Announced the retirement of RHP Tim Worrell.
2007-01-10,St. Louis Cardinals Signed LHP Mark Mulder to a two-year contract with a club option for 2009; Signed RHP Ryan Franklin to a one-year contract; Signed OF Rick Ankiel and INF Jolbert Cabrera to Minor League contracts and invited them to Spring Training.
2007-01-10,"Washington Nationals Signed LHP Randy Almonte, RHP Marcos Frias, C Ricardo Martinez and LHP Francisco Vizcaino to Minor League contracts."
2007-01-11,Kansas City Royals Agreed to terms with LHP Jimmy Gobble on a one-year contract.
2007-01-11,New York Mets Signed RHP Duaner Sanchez to a one-year contract.
2007-01-12,Baltimore Orioles Acquired RHP Jim Miller and RHP Jason Burch from the Colorado Rockies in exchange for RHP Rodrigo Lopez; Signed RHP Todd Williams to a one-year contract.
2007-01-12,Boston Red Sox Signed RHP Kyle Snyder to a one-year contract; Signed OF Alex Ochoa to a Minor League contract was invited to Spring Training.
2007-01-12,Chicago Cubs Signed INF Tomas Perez to a Minor League contract.
2007-01-12,Chicago White Sox Acquired RHP John Lujan from the Texas Rangers in exchange for C Chris Stewart.
2007-01-12,Colorado Rockies Acquired RHP Rodrigo Lopez from the Baltimore Orioles in exchange for Minor League RHP Jim Miller and RHP Jason Burch.
2007-01-12,Florida Marlins Signed RHP Felix Rodriguez to a Minor League contract and invited him to Spring Training.
2007-01-12,Houston Astros Signed OF Richard Hidalgo to a Minor League contract with an invitation to Major League Spring Training.
2007-01-12,Kansas City Royals Signed Alex S. Gonzalez to a Minor League contract.
2007-01-12,"Los Angeles Dodgers Signed INF Damian Jackson, C Sandy Martinez and RHP Dario Veras to Minor League contracts and invited them to Spring Training."
2007-01-12,Milwaukee Brewers Re-signed RHP Grant Balfour to a one-year contract.
2007-01-12,"New York Yankees Invited RHP Jeff Nelson, INF Andy Cannizaro, INF Angel Chavez, C Raul Chavez, RHP Tyler Clippard, C Ben Davis, INF Eric Duncan, OF Brett Gardner, RHP Phil Hughes, RHP Steven Jackson, LHP Ben Kozlowski, INF Ramiro Pena, RHP Ross Ohlendorf, C Peter Pilittere, C Todd Pratt, C Omir Santos, OF Jose Tabata, INF Marcos Vechionacci, RHP Kevin Whelan, and RHP Steven White to Spring Training."
2007-01-12,St. Louis Cardinals Signed LHP Randy Flores to a two-year contract.
2007-01-12,Tampa Bay Devil Rays Signed C Raul Casanova to a Minor League contract and invited him to Spring Training.
2007-01-12,Texas Rangers Acquired C Chris Stewart from the Chicago White Sox in exchange for RHP John Lujan; Designated 2B Drew Meyer for assignment.
2007-01-12,Washington Nationals Signed RHP Jerome Williams to a one-year contract; Signed LHP Brandon Claussen to a Minor League contract.
2007-01-13,Chicago Cubs Signed OF Alex Ochoa to a Minor League contract and invited him to Spring Training.
2007-01-13,San Diego Padres Signed LHP Shawn Estes and C Todd Greene to Minor League contracts invited both to Spring Training.
2007-01-15,Arizona Diamondbacks Signed RHPs Juan Cruz and Jorge Julio to one-year contracts.
2007-01-15,Cincinnati Reds Signed RHP Paul Wilson to a Minor League contract and invited him to Spring Training.
2007-01-15,Cleveland Indians Outrighted RHP Brian Sikorski to Triple-A Buffalo; Re-signed RHP Matt Miller to a one-year contract.
2007-01-15,Colorado Rockies Agreed to terms on a Minor League contract with INF/OF John Mabry.
2007-01-15,Florida Marlins Re-signed LHP Dontrelle Willis to a one-year contract.
2007-01-15,Houston Astros Signed INF Mike Lamb to a one-year contract.
2007-01-15,Los Angeles Dodgers Re-signed LHP Mark Hendrickson to a one-year contract.
2007-01-15,"Pittsburgh Pirates Invited nonroster OF Andrew McCutchen, RHP Brad Lincoln, RHP Jesse Chavez, SS Brent Lillibridge, SS Brian Bixler and C Neil Walker to Spring Training; Signed C Carlos Maldonado, INF Yurendell de Caster and OF Vic Buttler to Minor Leeague contracts and invited them to Spring Training."
2007-01-15,"Texas Rangers Re-signed RHP Joaquin Benoit to a one-year contract; Invited nonroster RHP Thomas Diamond, RHP Eric Hurley, 1B Nate Gold, C Salomon Manriquez, C Kevin Richardson to Spring Training."
2007-01-15,Toronto Blue Jays Signed INF Lyle Overbay to a four-year contract.
2007-01-16,Atlanta Braves Agreed to terms with RHP Rafael Soriano on a one-year contract.
2007-01-16,Chicago Cubs Agreed to a two-year deal with LHP Will Ohman.
2007-01-16,Chicago White Sox Agreed to terms on a one-year contract with 3B Joe Crede.
2007-01-16,Cincinnati Reds Signed RHP Kyle Lohse to a one-year contract.
2007-01-16,Cleveland Indians Re-signed RHP Rafael Betancourt to a one-year contract.
2007-01-16,"Colorado Rockies Signed OF Matt Holliday, OF Cory Sullivan, LHP Jeremy Affeldt and RHP Rodrigo Lopez to one-year contracts."
2007-01-16,"Detroit Tigers Re-signed RHP Fernando Rodney, LHP Nate Robertson, INF Omar Infante and OF Craig Monroe to one-year contracts."
2007-01-16,Florida Marlins Re-signed C Miguel Olivo to a one-year contract.
2007-01-16,Houston Astros Re-signed RHP Brad Lidge to a one-year contract.
2007-01-16,Los Angeles Angels Agreed to terms on one-year contracts with RHP Francisco Rodriguez and RHP Scot Shields; Agreed to terms on a two-year contract with INF Robb Quinlan.
2007-01-16,"Los Angeles Dodgers Invited nonroster RHP Jonathan Meloan, 2B Tony Abreu, RHP Scott Elbert, SS Chin Lung Hu, C A.J. Ellis to Spring Training."
2007-01-16,Milwaukee Brewers Re-signed OF Kevin Mench to a one-year contract.
2007-01-16,New York Mets Signed LHP Scott Schoeneweis to a three-year contract; Signed RHP Jorge Sosa to a one-year contract; Signed OF Endy Chavez and C Ramon Castro to a one-year contracts.
2007-01-16,New York Yankees Signed INF Chris Basak to a Minor League contract and invited him to Spring Training.
2007-01-16,Philadelphia Phillies Claimed INF Greg Dobbs off waivers from the Mariners.
2007-01-16,Pittsburgh Pirates Re-signed LHP Mike Gonzalez and OF/INF Xavier Nady to one-year contracts.
2007-01-16,San Francisco Giants Signed RHP Oscar Montero to a Minor League contract and invited him to Spring Training; Invited nonroster OF Ben Copeland to Spring Training.
2007-01-16,Seattle Mariners Re-signed LHP Horacio Ramirez and INF Ben Broussard to one-year contracts.
2007-01-16,St. Louis Cardinals Signed OF So Taguchi to a one-year contract with a mutual option for 2008.
2007-01-16,Tampa Bay Devil Rays Agreed to terms with RHP Seth McClung and INF Ty Wigginton on one-year contracts.
2007-01-16,"Texas Rangers Agreed to terms on one-year contracts with RHP Rick Bauer, RHP Akinori Otsuka and OF Brad Wilkerson."
2007-01-17,"Kansas City Royals Invited nonroster RHP, LHP Tyler Lumsden, 3B Alex Gordon, OF Billy Butler to Spring Training; Signed C Matt Tupman, INF Fernando Cortez to Minor League contracts and invited them to Spring Training; Signed OF Emil Brown to a one-year contract."
2007-01-17,Milwaukee Brewers Signed LHP Chris Capuano to a one-year contract.
2007-01-17,Minnesota Twins Signed C Matthew LeCroy to a Minor League contract and invited him to Spring Training.
2007-01-17,San Diego Padres Signed SS Khalil Greene and C Josh Bard to one-year contracts.
2007-01-17,Seattle Mariners Signed RHP J.J. Putz to a three-year contract with a club-option for a fourth year; Signed LHP Matt Perisho to a Minor League contract and invited him to Spring Training.
2007-01-17,Toronto Blue Jays Signed C Sal Fasano to a Minor League contract with an invitation to Spring Training.
2007-01-17,"Washington Nationals Agreed to terms on Minor League contracts with C Sandy Leon, SS Adrian Sanchez, OF Jesus Morales and 1B Juan Urdaneta."
2007-01-18,Atlanta Braves Agreed to terms with OF/1B Craig Wilson on a one-year contract.
2007-01-18,Colorado Rockies Sold the contract of INF Luis Gonzalez to the Yomiuri Giants.
2007-01-18,"Washington Nationals Outrighted INF/OF Tony Blanco to Columbus of the Triple-A International League; Added RHP Jerome Williams to the 40-man roster; Signed RHP Jesus Colome, RHP Anastacio Martinez, LHP Luis Martinez, LHP Arnie Munoz, OF George Lombard OF Abraham Nunez, 1B Travis Lee, INF Melvin Dorta, INF D'Angelo Jimenez, INF Jose Macias, INF Jorge Toca and INF Tony Womack to Minor League contracts with invitations to Spring Training."
2007-01-19,Arizona Diamondbacks Claimed OF Alex Romero off waivers from the Minnesota Twins.
2007-01-19,Atlanta Braves Acquired LHP Mike Gonzalez and nonroster SS Brent Lillibridge from the Pirates in exchange for 1B Adam LaRoche and nonroster OF Jamie Romak.
2007-01-19,Chicago Cubs Signed RHP Jeff Samardzija to a five-year contract with club options for 2012 and 2013.
2007-01-19,Cleveland Indians Signed OF Trot Nixon to a one-year contract; Designated RHP Jeremy Guthrie for assignment.
2007-01-19,"Colorado Rockies Invited nonroster 1B Joe Koshansky, LHP Josh Newman, Matt Miller OF Seth Smith, RHP Greg Reynolds, 3B Ian Stewart to Spring Training; Signed OF Sean Barker, RHP Alberto Arias, RHP Zach McClellan, INF Erick Almonte to Minor League contracts and invited them to Spring Training."
2007-01-19,Detroit Tigers Re-signed RHP Fernando Rodney to a two-year contract.
2007-01-19,Houston Astros Signed RHP Brian Moehler to a Minor League contract with an invitation to Major League Spring Training.
2007-01-19,Milwaukee Brewers Signed INF Tony Graffanino to a one-year contract.
2007-01-19,Pittsburgh Pirates Acquired 1B Adam LaRoche and Minor League OF Jamie Romak from the Atlanta Braves in exchange for LHP Mike Gonzalez and Minor League SS Brent Lillibridge.
2007-01-19,Agreed to terms with RHP Shawn Chacon on a one-year contract.
2007-01-19,Tampa Bay Devil Rays Released RHP Shinji Mori.
2007-01-19,Toronto Blue Jays Outrighted INF Rob Cosby to Triple-A Syracuse.
2007-01-19,Claimed INF Ray Olmedo off waivers from the Reds; Designated 2B Ryan Roberts for assignment.
2007-01-21,Philadelphia Phillies Signed 2B Chase Utley to a seven-year contract extension.
2007-01-22,"Chicago White Sox Extended non-roster invitations to Spring Training to RHPs Lance Broadway, Ryan Bukvich, Adam Russell and Eduardo Sierra and LHPs John Danks, Gio Gonzalez, Corwin Malone and Wes Whisler, Cs Cole Armstrong, Wiki Gonzalez, Donny Lucy and Gustavo Molina, INFs Kenny Perez and Robert Valido and OF Kenny Kelly."
2007-01-22,Cleveland Indians Signed OF Jason Michaels to a two-year contract.
2007-01-22,Colorado Rockies Agreed to terms with RHP Brian Lawrence on a one-year contract with a club option for 2008.
2007-01-22,Los Angeles Dodgers Signed RHP Rudy Seanez to a Minor League contract and invited him to Spring Training.
2007-01-22,Minnesota Twins Agreed to terms with RHP Ramon Ortiz on a one-year contract.
2007-01-22,Oakland Athletics Signed RHP Justin Duchscherer to a one-year contract.
2007-01-22,Tampa Bay Devil Rays Signed RHP Scott Dohmann to a one-year contract; Signed Shinji Mori to a Minor League contract with an invitation to Major League Spring Training.
2007-01-22,"Texas Rangers Announced that INF Drew Meyer cleared waivers, was outrighted to Triple-A Oklahoma and invited to Spring Training as a non-roster invitee; Signed INF Jose Morban to a Minor League contract."
2007-01-23,Cincinnati Reds Acquired RHP Kirk Saarloos and a player to be named from the Oakland Athletics for RHP David Shafer and a player to be named; Signed INF Mark Bellhorn to a Minor League contract with an invitation to Major League Spring Training.
2007-01-23,Los Angeles Dodgers Signed 3B Fernando Tatis to a Minor League contract and invited him to Spring Training.
2007-01-23,Milwaukee Brewers Signed RHP Luther Hackman to a Minor League contract and invited him to Spring Training.
2007-01-23,Oakland Athletics Acquired RHP David Shafer and PTBN from the Cincinnati Reds in exchange for RHP Kirk Saarloos and PTBN.
2007-01-23,Philadelphia Phillies Signed RHP Antonio Alfonseca to a one-year contract.
2007-01-23,"Pittsburgh Pirates Signed OF Luis Matos and INF Nick Green to Minor League contracts, with an invitation to Spring Training."
2007-01-23,"Seattle Mariners Signed C Luis Oliveros, RHP Jesse Foppert, RHP Jorge Campillo, RHP Juan Sandoval, RHP Renee Cortez, RHP Aaron Small, RHP Carlos Alvarado and RHP Justin Lehr to Minor League contracts and invited them to Spring Training; Invited nonroster C Jeff Clement, C Rob Johnson, OF Rayon Lampe, RHP Brandon Morrow and 3B Matt Tuiasosopo to Spring Training."
2007-01-24,Boston Red Sox Signed RHP Brendan Donnelly to a one-year contract; Signed C Kevin Cash to a Minor League contract with an invitation to Spring Training.
2007-01-24,Chicago Cubs Signed OF/1B Cliff Floyd to a one-year contract with a mutual option for the 2008 season.
2007-01-25,Chicago Cubs Released LHP Glendon Rusch.
2007-01-25,Chicago White Sox Signed OF Darin Erstad to a one-year contract with a 2008 club option.
2007-01-25,Detroit Tigers Signed LHP Joey Eischen to a Minor League contract and invited him to Spring Training; Invited C Dusty Ryan to Spring Training.
2007-01-25,"Houston Astros Signed INF Adam Everett, OF Jason Lane and 3B Morgan Ensberg to one-year contracts."
2007-01-25,New York Mets Signed RHP Aaron Sele to a Minor League contract.
2007-01-25,"Pittsburgh Pirates Agreed to terms with OF Jody Gerut on one-year deal, avoiding arbitration."
2007-01-25,Seattle Mariners Signed LHP Arthur Rhodes to a Minor League contract.
2007-01-25,Texas Rangers Signed RHP Jamey Wright to a Minor League contract and invited him to Spring Training.
2007-01-25,Toronto Blue Jays Blue Jays signed RHP Tomo Ohka to a one-year contract; Sent INF Ray Olmedo and INF Ryan Roberts outright to Triple-A Syracuse.
2007-01-26,Boston Red Sox Signed OF J.D. Drew to a five-year contract.
2007-01-26,New York Mets Designated RHP Jason Standridge for assignment.
2007-01-26,New York Yankees Re-signed INF Miguel Cairo to a one-year contract and designated RHP Matt DeSalvo for assignment.
2007-01-26,Philadelphia Phillies Signed OF Karim Garcia to a Minor League contract and invited him to Spring Training.
2007-01-29,"Baltimore Orioles Claimed RHP Jeremy Guthrie off waivers from the Cleveland Indians and designated RHP Marino Salas for assignment; Invited C Eli Whiteside, C Ryan Hubele, LHP Garrett Olson, RHP Radhames Liz and OF Cory Keylor to Spring Training camp; Reached one-year agreements with OF Nick Markakis, LHP Kurt Birkins, Ryan Keefer and Adam Stern."
2007-01-29,Kansas City Royals Signed C Max St. Pierre to a Minor League contract and invited him to Spring Training.
2007-01-29,Los Angeles Dodgers Signed RHP Chin-hui Tsao to a one-year contract.
2007-01-29,Milwaukee Brewers Signed RHP Claudio Vargas to a one-year contract.
2007-01-29,Seattle Mariners Signed RHP Jeff Weaver to a one-year contract.
2007-01-29,St. Louis Cardinals Signed OF Preston Wilson to a one-year contract and designated C Michel Hernandez for assignment.
2007-01-30,Chicago White Sox Agreed to terms with INF Junior Spivey on a Minor League contract with an invitation to Spring Training.
2007-01-30,"New York Mets Invited nonroster C Drew Butera, C Francisco Pena, C Mike Nickeas, 1B Michel Abreu, 1B Mike Carp, LHP Eddie Camacho, OF Fernando Martinez, RHP Joe Smith and RHP Kevin Mulvey to Spring Training; Signed C Joe Hietpas; C Jose A. Reyes, LHP Derek Lee and OF Victor Mendez to Minor League contracts and invited them to Spring Training; Sent RHP Jason Standridge outright to Triple-A New Orleans and invited him to Spring Training."
2007-01-30,San Diego Padres Signed LHP David Wells to a one-year contract.
2007-01-30,San Francisco Giants Re-signed OF Barry Bonds to a one-year contract.
2007-01-30,"St. Louis Cardinals Invited nonroster C Brian Anderson, RHP Chris Lambert, RHP Mike Parisi, OF Colby Rasmus, RHP Mike Sillman and RHP Mark Worrell to Spring Training; Signed C Brian Esposito to a Minor League contract and invited him to Spring Training; Sent C Michel Hernandez outright to Triple-A Memphis and invited him to Spring Training."
2007-01-30,Texas Rangers Signed DH Sammy Sosa to a Minor League contract and invited him to Spring Training.
2007-01-30,Toronto Blue Jays Signed RHP Victor Zambrano to a Minor League contract with an invitation to Spring Training.
2007-01-31,Chicago Cubs Signed RHP Mark Prior to a one-year contract.
2007-01-31,"Milwaukee Brewers Signed RHPs Jose Capellan and Mike Jones, LHP Manny Parra, OF Drew Anderson and 2B Hernan Iribarren to one-year contracts."
2007-01-31,New York Mets Announced that RHP Jason Standridge elected free agency; Signed OF Ruben Sierra to a Minor League contract and invited him to Spring Training; Announced that LHP David Williams underwent surgery to repair a herniated disc in his neck.
2007-01-31,Pittsburgh Pirates Signed LHP Michael Tejera to a Minor League contract and invited him to Spring Training.
2007-02-01,Baltimore Orioles Signed 2B Brian Roberts to a one-year contract.
2007-02-01,"Cincinnati Reds Signed RHP Brian Meadows to a Minor League contract with an invitation to Major League Spring Training; Agreed to terms on one-year contracts with LHP Jon Coutlangus, OF Chris Dickerson, LHP Phil Dumatrait, RHP Calvin Medlock and 1B Joey Votto."
2007-02-01,Milwaukee Brewers Claimed RHP Marino Salas off waivers from the Baltimore Orioles.
2007-02-01,New York Yankees Outrighted RHP Matt DeSalvo to Triple-A Scranton/Wilkes-Barre.
2007-02-01,Philadelphia Phillies Agreed to terms with RHP Brett Myers on a three-year contract.
2007-02-01,"Pittsburgh Pirates Signed RHP Tony Armas Jr. to a one-year contract, with a club option for 2008; Designated RHP Franquelis Osoria for assignment."
2007-02-01,San Francisco Giants Announced the retirement of C Mike Matheny.
2007-02-01,"Tampa Bay Devil Rays Signed 1B Carlos Pena and C Raul Casanova to Minor League contracts with invitations to Spring Training; Invited SS Reid Brignac, RHP Andy Sonnanstine and OF Fernando Perez to Spring Training."
2007-02-01,Washington Nationals Agreed to terms with RF Austin Kearns on a three-year contract.
2007-02-02,Baltimore Orioles Signed RHP Paul Shuey to a Minor League contract with an invitation to Major League Spring Training camp.
2007-02-02,Colorado Rockies Agreed to terms on a one-year contract with RHP Josh Fogg and released OF Choo Freeman.
2007-02-02,"Houston Astros Signed RHP Rick White and LHP Scott Sauerbeck to Minor League contracts with an invitation to Major League Spring Training; Invited Cs Kevin Davidson and Lou Santangelo, OF Hunter Pence, and LHP Troy Patton to Major League camp."
2007-02-02,Los Angeles Dodgers Sold the contract of INF Oscar Robles to the Mexico City Red Devils and signed OF Larry Bigbie to a Minor League contract with an invitation to Major League camp at Spring Training.
2007-02-02,Milwaukee Brewers Signed C Johnny Estrada to a one-year contract.
2007-02-02,"Minnesota Twins Re-signed 1B Justin Morneau, OF Lew Ford and RHP Juan Rincon to one-year contracts and 3B Nick Punto to a two-year contract."
2007-02-02,Pittsburgh Pirates Agreed to terms with 1B Adam LaRoche and LHP John Grabow on one-year contracts.
2007-02-02,Seattle Mariners Signed LHP Jim Parque to a Minor League contract and invited him to Spring Training.
2007-02-02,"Toronto Blue Jays Signed RF Alex Rios, LF Reed Johnson, and LHP Scott Downs to one-year contracts."
2007-02-03,Pittsburgh Pirates Signed RHP Dan Kolb to a Minor League contract with an invitation to Spring Training; Signed INF Freddy Sanchez to a one-year contract.
2007-02-03,Seattle Mariners Designated RHP Yorman Bazardo for assignment.
2007-02-05,Cincinnati Reds Signed LHP Eddie Guardado to a Minor League contract with an invitation to Spring Training.
2007-02-05,Milwaukee Brewers Rick Helling announced his retirement.
2007-02-05,Oakland Athletics Signed OF Ricky Ledee to a Minor League contract and invited him to Spring Training.
2007-02-05,Pittsburgh Pirates Outrighted RHP Franquelis Osoria to Triple-A Indianapolis with an invitation to Spring Training; Signed C Steve Lerud and Cuban RHP Seguey Linares to Minor League contracts with non-roster invitations to Spring Training.
2007-02-06,"Arizona Diamondbacks Signed OF Eric Byrnes to a one-year contract; Invited nonroster C Josh Ford, C Wilkin Castillo , 1B Chris Carter, INF Mark Reynolds, LHP Greg Smith, Justin Upton, RHP Adam Bass, RHP Matt Elliott and RHP Micah Owings to Spring Training; Signed LHP Bill Murphy, OF Rich Thompson and RHP Chad Harville to Minor League contracts and invited them to Spring Training."
2007-02-06,"Boston Red Sox Announced the following nonroster players were invited to Spring Training: Ps Abe Alvarez, Adam Bernero, Mike Burns, Bryan Corey, Runelvys Hernandez, and Travis Hughes; Cs Dusty Brown, Kevin Cash, Alberto Castillo, INFs Jeff Bailey, Luis Jimenez, Joe McEwing, Ed Rogers, Bobby Scales, Chad Spann, OFs Jacoby Ellsbury, Alex Ochoa, and Kerry Robinson."
2007-02-06,Cincinnati Reds Signed RHP Aaron Harang to a four-year contract.
