date,transaction,injured,year,team,player,type,length,is_retroactive,date_retroactive
2009-04-12,Boston Red Sox placed SS Jed Lowrie on the 15-day disabled list.,TRUE,2009,Boston Red Sox,Jed Lowrie,placed,15,FALSE,NA
2009-04-13,Tampa Bay Rays activated CF B.J. Upton from the 15-day disabled list.,TRUE,2009,Tampa Bay Rays,B.J. Upton,activated,15,FALSE,NA
2009-04-13,Washington Nationals placed LF Willie Harris on the 15-day disabled list.,TRUE,2009,Washington Nationals,Willie Harris,placed,15,FALSE,NA
2009-04-14,Chicago White Sox placed CF Dewayne Wise on the 15-day disabled list.,TRUE,2009,Chicago White Sox,Dewayne Wise,placed,15,FALSE,NA
2009-04-14,Toronto Blue Jays placed RHP Jesse Litsch on the 15-day disabled list.,TRUE,2009,Toronto Blue Jays,Jesse Litsch,placed,15,FALSE,NA
2009-04-14,Houston Astros placed RHP Brian Moehler on the 15-day disabled list.,TRUE,2009,Houston Astros,Brian Moehler,placed,15,FALSE,NA
2009-04-14,Washington Nationals placed SS Cristian Guzman on the 15-day disabled list.,TRUE,2009,Washington Nationals,Cristian Guzman,placed,15,FALSE,NA
2009-04-15,Minnesota Twins activated RHP Scott Baker from the 15-day disabled list.,TRUE,2009,Minnesota Twins,Scott Baker,activated,15,FALSE,NA
2009-04-15,St. Louis Cardinals placed RHP Chris Carpenter on the 15-day disabled list.,TRUE,2009,St. Louis Cardinals,Chris Carpenter,placed,15,FALSE,NA
2009-04-15,Boston Red Sox placed RHP Daisuke Matsuzaka on the 15-day disabled list.,TRUE,2009,Boston Red Sox,Daisuke Matsuzaka,placed,15,FALSE,NA
2009-04-15,Texas Rangers activated RHP Willie Eyre from the 15-day disabled list.,TRUE,2009,Texas Rangers,Willie Eyre,activated,15,FALSE,NA
2009-04-15,"Baltimore Orioles placed 3B Melvin Mora on the 15-day disabled list retroactive to April 13, 2009.",TRUE,2009,Baltimore Orioles,Melvin Mora,placed,15,TRUE,2009-04-13
2009-04-15,Baltimore Orioles placed RHP Alfredo Simon on the 15-day disabled list.,TRUE,2009,Baltimore Orioles,Alfredo Simon,placed,15,FALSE,NA
2009-04-16,Atlanta Braves activated C David Ross from the 15-day disabled list.,TRUE,2009,Atlanta Braves,David Ross,activated,15,FALSE,NA
2009-04-16,"New York Yankees placed RF Xavier Nady on the 15-day disabled list retroactive to April 15, 2009.",TRUE,2009,New York Yankees,Xavier Nady,placed,15,TRUE,2009-04-15
2009-04-16,"Milwaukee Brewers placed RHP David Riske on the 15-day disabled list retroactive to April 10, 2009.",TRUE,2009,Milwaukee Brewers,David Riske,placed,15,TRUE,2009-04-10
2009-04-16,Kansas City Royals placed 3B Alex Gordon on the 15-day disabled list.,TRUE,2009,Kansas City Royals,Alex Gordon,placed,15,FALSE,NA
2009-04-16,Seattle Mariners placed C Kenji Johjima on the 15-day disabled list.,TRUE,2009,Seattle Mariners,Kenji Johjima,placed,15,FALSE,NA
2009-04-17,Atlanta Braves placed RHP Jorge Campillo on the 15-day disabled list.,TRUE,2009,Atlanta Braves,Jorge Campillo,placed,15,FALSE,NA
2009-04-17,"New York Mets placed C Brian Schneider on the 15-day disabled list retroactive to April 16, 2009.",TRUE,2009,New York Mets,Brian Schneider,placed,15,TRUE,2009-04-16
2009-04-17,Los Angeles Dodgers placed 1B Doug Mientkiewicz on the 15-day disabled list.,TRUE,2009,Los Angeles Dodgers,Doug Mientkiewicz,placed,15,FALSE,NA
2009-04-17,"Los Angeles Angels placed RF Vladimir Guerrero on the 15-day disabled list retroactive to April 16, 2009.",TRUE,2009,Los Angeles Angels,Vladimir Guerrero,placed,15,TRUE,2009-04-16
2009-04-18,Toronto Blue Jays placed C Michael Barrett on the 15-day disabled list.,TRUE,2009,Toronto Blue Jays,Michael Barrett,placed,15,FALSE,NA
2009-04-18,"Los Angeles Dodgers placed RHP Cory Wade on the 15-day disabled list retroactive to April 12, 2009.",TRUE,2009,Los Angeles Dodgers,Cory Wade,placed,15,TRUE,2009-04-12
2009-04-18,Los Angeles Angels placed RHP Dustin Moseley on the 15-day disabled list.,TRUE,2009,Los Angeles Angels,Dustin Moseley,placed,15,FALSE,NA
2009-04-19,Washington Nationals placed CF Roger Bernadina on the 15-day disabled list.,TRUE,2009,Washington Nationals,Roger Bernadina,placed,15,FALSE,NA
2009-04-19,"San Diego Padres placed RHP Walter Silva on the 15-day disabled list retroactive to April 14, 2009.",TRUE,2009,San Diego Padres,Walter Silva,placed,15,TRUE,2009-04-14
2009-04-20,"Minnesota Twins placed RHP Jesse Crain on the 15-day disabled list retroactive to April 18, 2009.",TRUE,2009,Minnesota Twins,Jesse Crain,placed,15,TRUE,2009-04-18
2009-04-20,San Diego Padres placed SS Everth Cabrera on the 60-day disabled list.,TRUE,2009,San Diego Padres,Everth Cabrera,placed,60,FALSE,NA
2009-04-21,Florida Marlins placed LHP Andrew Miller on the 15-day disabled list.,TRUE,2009,Florida Marlins,Andrew Miller,placed,15,FALSE,NA
2009-04-21,"Kansas City Royals placed RHP Doug Waechter on the 15-day disabled list retroactive to April 18, 2009.",TRUE,2009,Kansas City Royals,Doug Waechter,placed,15,TRUE,2009-04-18
2009-04-21,Washington Nationals placed LHP Joe Beimel on the 15-day disabled list.,TRUE,2009,Washington Nationals,Joe Beimel,placed,15,FALSE,NA
2009-04-21,"Pittsburgh Pirates placed C Ryan Doumit on the 15-day disabled list retroactive to April 20, 2009.",TRUE,2009,Pittsburgh Pirates,Ryan Doumit,placed,15,TRUE,2009-04-20
2009-04-21,Boston Red Sox placed RF Rocco Baldelli on the 15-day disabled list.,TRUE,2009,Boston Red Sox,Rocco Baldelli,placed,15,FALSE,NA
2009-04-21,"Detroit Tigers placed LF Marcus Thames on the 15-day disabled list retroactive to April 19, 2009.",TRUE,2009,Detroit Tigers,Marcus Thames,placed,15,TRUE,2009-04-19
2009-04-22,Colorado Rockies transferred RHP Taylor Buchholz from the 15-day disabled list to the 60-day disabled list.,TRUE,2009,Colorado Rockies,Taylor Buchholz,transferred,60,FALSE,NA
2009-04-22,"Texas Rangers placed RHP Kris Benson on the 15-day disabled list retroactive to April 16, 2009.",TRUE,2009,Texas Rangers,Kris Benson,placed,15,TRUE,2009-04-16
2009-04-22,Texas Rangers transferred RHP Dustin Nippert from the 15-day disabled list to the 60-day disabled list.,TRUE,2009,Texas Rangers,Dustin Nippert,transferred,60,FALSE,NA
2009-04-23,Texas Rangers placed RHP Willie Eyre on the 15-day disabled list.,TRUE,2009,Texas Rangers,Willie Eyre,placed,15,FALSE,NA
2009-04-23,Toronto Blue Jays placed LHP B.J. Ryan on the 15-day disabled list.,TRUE,2009,Toronto Blue Jays,B.J. Ryan,placed,15,FALSE,NA
2009-04-23,"Los Angeles Angels placed LHP Darren Oliver on the 15-day disabled list retroactive to April 19, 2009.",TRUE,2009,Los Angeles Angels,Darren Oliver,placed,15,TRUE,2009-04-19
2009-04-23,Los Angeles Angels transferred RHP Kelvim Escobar from the 15-day disabled list to the 60-day disabled list.,TRUE,2009,Los Angeles Angels,Kelvim Escobar,transferred,60,FALSE,NA
2009-04-24,"Atlanta Braves placed LF Garret Anderson on the 15-day disabled list retroactive to April 20, 2009.",TRUE,2009,Atlanta Braves,Garret Anderson,placed,15,TRUE,2009-04-20
2009-04-24,"New York Yankees placed RHP Chien-Ming Wang on the 15-day disabled list retroactive to April 19, 2009.",TRUE,2009,New York Yankees,Chien Ming Wang,placed,15,TRUE,2009-04-19
2009-04-25,"Atlanta Braves placed C Brian McCann on the 15-day disabled list retroactive to April 23, 2009.",TRUE,2009,Atlanta Braves,Brian McCann,placed,15,TRUE,2009-04-23
2009-04-25,"New York Yankees placed RHP Brian Bruney on the 15-day disabled list retroactive to April 22, 2009.",TRUE,2009,New York Yankees,Brian Bruney,placed,15,TRUE,2009-04-22
2009-04-25,New York Yankees placed 3B Cody Ransom on the 60-day disabled list.,TRUE,2009,New York Yankees,Cody Ransom,placed,60,FALSE,NA
2009-04-25,Houston Astros placed C Humberto Quintero on the 15-day disabled list.,TRUE,2009,Houston Astros,Humberto Quintero,placed,15,FALSE,NA
2009-04-25,Detroit Tigers activated RHP Joel Zumaya from the 15-day disabled list.,TRUE,2009,Detroit Tigers,Joel Zumaya,activated,15,FALSE,NA
2009-04-25,"Pittsburgh Pirates placed RHP Craig Hansen on the 15-day disabled list retroactive to April 20, 2009.",TRUE,2009,Pittsburgh Pirates,Craig Hansen,placed,15,TRUE,2009-04-20
2009-04-26,Milwaukee Brewers activated RHP Trevor Hoffman from the 15-day disabled list.,TRUE,2009,Milwaukee Brewers,Trevor Hoffman,activated,15,FALSE,NA
2009-04-26,Houston Astros activated RHP Doug Brocail from the 15-day disabled list.,TRUE,2009,Houston Astros,Doug Brocail,activated,15,FALSE,NA
2009-04-26,San Diego Padres placed RHP Shawn Hill on the 15-day disabled list.,TRUE,2009,San Diego Padres,Shawn Hill,placed,15,FALSE,NA
2009-04-26,"Detroit Tigers placed C Matt Treanor on the 15-day disabled list retroactive to April 24, 2009.",TRUE,2009,Detroit Tigers,Matt Treanor,placed,15,TRUE,2009-04-24
2009-04-27,Boston Red Sox activated SS Julio Lugo from the 15-day disabled list.,TRUE,2009,Boston Red Sox,Julio Lugo,activated,15,FALSE,NA
2009-04-27,Arizona Diamondbacks activated RHP Tom Gordon from the 15-day disabled list.,TRUE,2009,Arizona Diamondbacks,Tom Gordon,activated,15,FALSE,NA
2009-04-28,Washington Nationals activated LF Willie Harris from the 15-day disabled list.,TRUE,2009,Washington Nationals,Willie Harris,activated,15,FALSE,NA
2009-04-28,Baltimore Orioles activated 3B Melvin Mora from the 15-day disabled list.,TRUE,2009,Baltimore Orioles,Melvin Mora,activated,15,FALSE,NA
2009-04-28,Cincinnati Reds placed 3B Edwin Encarnacion on the 15-day disabled list. chip fracture in left wrist,TRUE,2009,Cincinnati Reds,Edwin Encarnacion,placed,15,FALSE,NA
2009-04-28,"Houston Astros placed RHP Jose Valverde on the 15-day disabled list retroactive to April 27, 2009.",TRUE,2009,Houston Astros,Jose Valverde,placed,15,TRUE,2009-04-27
2009-04-28,San Francisco Giants placed CF Andres Torres on the 15-day disabled list.,TRUE,2009,San Francisco Giants,Andres Torres,placed,15,FALSE,NA
2009-04-29,Oakland Athletics placed 3B Nomar Garciaparra on the 15-day disabled list.,TRUE,2009,Oakland Athletics,Nomar Garciaparra,placed,15,FALSE,NA
2009-04-29,Oakland Athletics placed 2B Mark Ellis on the 15-day disabled list.,TRUE,2009,Oakland Athletics,Mark Ellis,placed,15,FALSE,NA
2009-04-29,"Colorado Rockies placed 2B Jeff Baker on the 15-day disabled list retroactive to April 27, 2009.",TRUE,2009,Colorado Rockies,Jeff Baker,placed,15,TRUE,2009-04-27
2009-04-29,Washington Nationals transferred LF Roger Bernadina from the 15-day disabled list to the 60-day disabled list.,TRUE,2009,Washington Nationals,Roger Bernadina,transferred,60,FALSE,NA
2009-04-29,Milwaukee Brewers placed C Mike Rivera on the 15-day disabled list.,TRUE,2009,Milwaukee Brewers,Mike Rivera,placed,15,FALSE,NA
2009-04-29,Oakland Athletics transferred RHP Justin Duchscherer from the 15-day disabled list to the 60-day disabled list.,TRUE,2009,Oakland Athletics,Justin Duchscherer,transferred,60,FALSE,NA
2009-04-29,Cleveland Indians placed DH Travis Hafner on the 15-day disabled list.,TRUE,2009,Cleveland Indians,Travis Hafner,placed,15,FALSE,NA
2009-04-30,St. Louis Cardinals placed SS Brendan Ryan on the 15-day disabled list.,TRUE,2009,St. Louis Cardinals,Brendan Ryan,placed,15,FALSE,NA
2009-04-30,"Seattle Mariners placed RHP Roy Corcoran on the 15-day disabled list retroactive to April 29, 2009.",TRUE,2009,Seattle Mariners,Roy Corcoran,placed,15,TRUE,2009-04-29
2009-04-30,Los Angeles Dodgers transferred 1B Doug Mientkiewicz from the 15-day disabled list to the 60-day disabled list.,TRUE,2009,Los Angeles Dodgers,Doug Mientkiewicz,transferred,60,FALSE,NA
2009-05-01,"Chicago White Sox placed CF Brian Anderson on the 15-day disabled list retroactive to April 30, 2009.",TRUE,2009,Chicago White Sox,Brian Anderson,placed,15,TRUE,2009-04-30
2009-05-01,Chicago White Sox activated 2B Jayson Nix from the 15-day disabled list.,TRUE,2009,Chicago White Sox,Jayson Nix,activated,15,FALSE,NA
2009-05-01,Minnesota Twins activated C Joe Mauer from the 15-day disabled list.,TRUE,2009,Minnesota Twins,Joe Mauer,activated,15,FALSE,NA
2009-05-01,Cleveland Indians activated LF David Dellucci from the 15-day disabled list.,TRUE,2009,Cleveland Indians,David Dellucci,activated,15,FALSE,NA
2009-05-01,"Oakland Athletics placed 3B Eric Chavez on the 15-day disabled list retroactive to April 25, 2009.",TRUE,2009,Oakland Athletics,Eric Chavez,placed,15,TRUE,2009-04-25
2009-05-01,Seattle Mariners activated C Kenji Johjima from the 15-day disabled list.,TRUE,2009,Seattle Mariners,Kenji Johjima,activated,15,FALSE,NA
2009-05-01,"Texas Rangers placed CF Josh Hamilton on the 15-day disabled list retroactive to April 27, 2009.",TRUE,2009,Texas Rangers,Josh Hamilton,placed,15,TRUE,2009-04-27
2009-05-02,"Cleveland Indians placed RHP Joe Smith on the 15-day disabled list retroactive to April 29, 2009.",TRUE,2009,Cleveland Indians,Joe Smith,placed,15,TRUE,2009-04-29
2009-05-02,Philadelphia Phillies activated C Carlos Ruiz from the 15-day disabled list.,TRUE,2009,Philadelphia Phillies,Carlos Ruiz,activated,15,FALSE,NA
2009-05-02,"Los Angeles Dodgers placed LHP Hung-Chih Kuo on the 15-day disabled list retroactive to April 30, 2009.",TRUE,2009,Los Angeles Dodgers,Hung Chih Kuo,placed,15,TRUE,2009-04-30
2009-05-02,"Seattle Mariners placed RHP Brandon Morrow on the 15-day disabled list retroactive to April 24, 2009.",TRUE,2009,Seattle Mariners,Brandon Morrow,placed,15,TRUE,2009-04-24
2009-05-02,"Oakland Athletics placed RHP Santiago Casilla on the 15-day disabled list retroactive to April 29, 2009.",TRUE,2009,Oakland Athletics,Santiago Casilla,placed,15,TRUE,2009-04-29
2009-05-02,Baltimore Orioles placed RHP Dennis Sarfate on the 15-day disabled list.,TRUE,2009,Baltimore Orioles,Dennis Sarfate,placed,15,FALSE,NA
2009-05-03,Kansas City Royals placed SS Tony Pena Jr. on the 15-day disabled list.,TRUE,2009,Kansas City Royals,Tony Pena Jr.,placed,15,FALSE,NA
