date,transaction,injured,year,team,player,type,length,is_retroactive,date_retroactive
2010-03-31,"New York Mets placed CF Carlos Beltran on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,New York Mets,Carlos Beltran,placed,15,TRUE,2010-03-26
2010-03-31,"New York Mets placed RHP Kelvim Escobar on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,New York Mets,Kelvim Escobar,placed,15,TRUE,2010-03-26
2010-04-01,"Philadelphia Phillies placed LHP J.C. Romero on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Philadelphia Phillies,J.C. Romero,placed,15,TRUE,2010-03-26
2010-04-01,"Philadelphia Phillies placed RHP Brad Lidge on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Philadelphia Phillies,Brad Lidge,placed,15,TRUE,2010-03-26
2010-04-03,"Baltimore Orioles placed RHP Koji Uehara on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Baltimore Orioles,Koji Uehara,placed,15,TRUE,2010-03-26
2010-04-03,"Atlanta Braves placed SS Diory Hernandez on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Atlanta Braves,Diory Hernandez,placed,15,TRUE,2010-03-26
2010-04-03,Minnesota Twins placed RHP Clay Condrey on the 15-day disabled list.,TRUE,2010,Minnesota Twins,Clay Condrey,placed,15,FALSE,NA
2010-04-03,"Philadelphia Phillies placed RHP Joe Blanton on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Philadelphia Phillies,Joe Blanton,placed,15,TRUE,2010-03-26
2010-04-03,"Kansas City Royals placed 3B Josh Fields on the 15-day disabled list retroactive to March 28, 2010.",TRUE,2010,Kansas City Royals,Josh Fields,placed,15,TRUE,2010-03-28
2010-04-03,"Kansas City Royals placed 3B Alex Gordon on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Kansas City Royals,Alex Gordon,placed,15,TRUE,2010-03-26
2010-04-03,"Kansas City Royals placed RHP Gil Meche on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Kansas City Royals,Gil Meche,placed,15,TRUE,2010-03-26
2010-04-03,"Florida Marlins placed RF Brett Carroll on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Florida Marlins,Brett Carroll,placed,15,TRUE,2010-03-26
2010-04-03,Florida Marlins placed RHP Brian Sanches on the 15-day disabled list.,TRUE,2010,Florida Marlins,Brian Sanches,placed,15,FALSE,NA
2010-04-03,"Los Angeles Angels placed LHP Scott Kazmir on the 15-day disabled list retroactive to March 31, 2010.",TRUE,2010,Los Angeles Angels,Scott Kazmir,placed,15,TRUE,2010-03-31
2010-04-03,"Los Angeles Angels placed LF Chris Pettit on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Los Angeles Angels,Chris Pettit,placed,15,TRUE,2010-03-26
2010-04-03,"Los Angeles Angels placed LF Reggie Willits on the 15-day disabled list retroactive to March 30, 2010.",TRUE,2010,Los Angeles Angels,Reggie Willits,placed,15,TRUE,2010-03-30
2010-04-03,"Colorado Rockies placed RHP Taylor Buchholz on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Colorado Rockies,Taylor Buchholz,placed,15,TRUE,2010-03-26
2010-04-03,"Colorado Rockies placed LHP Jeff Francis on the 15-day disabled list retroactive to April 2, 2010.",TRUE,2010,Colorado Rockies,Jeff Francis,placed,15,TRUE,2010-04-02
2010-04-03,"Colorado Rockies placed RHP Greg Reynolds on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Colorado Rockies,Greg Reynolds,placed,15,TRUE,2010-03-26
2010-04-03,"Colorado Rockies placed RHP Huston Street on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Colorado Rockies,Huston Street,placed,15,TRUE,2010-03-26
2010-04-03,Boston Red Sox placed RHP Junichi Tazawa on the 60-day disabled list.,TRUE,2010,Boston Red Sox,Junichi Tazawa,placed,60,FALSE,NA
2010-04-04,"Cleveland Indians placed RHP Kerry Wood on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Cleveland Indians,Kerry Wood,placed,15,TRUE,2010-03-26
2010-04-04,"Oakland Athletics placed RHP Joey Devine on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Oakland Athletics,Joey Devine,placed,15,TRUE,2010-03-26
2010-04-04,Oakland Athletics placed CF Coco Crisp on the 15-day disabled list.,TRUE,2010,Oakland Athletics,Coco Crisp,placed,15,FALSE,NA
2010-04-04,"Oakland Athletics placed LHP Josh Outman on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Oakland Athletics,Josh Outman,placed,15,TRUE,2010-03-26
2010-04-04,"Oakland Athletics placed RHP Michael Wuertz on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Oakland Athletics,Michael Wuertz,placed,15,TRUE,2010-03-26
2010-04-04,Boston Red Sox placed RHP Daisuke Matsuzaka on the 15-day disabled list.,TRUE,2010,Boston Red Sox,Daisuke Matsuzaka,placed,15,FALSE,NA
2010-04-04,"Chicago White Sox placed C Ramon Castro on the 15-day disabled list retroactive to March 29, 2010.",TRUE,2010,Chicago White Sox,Ramon Castro,placed,15,TRUE,2010-03-29
2010-04-04,"Seattle Mariners placed LHP Cliff Lee on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Seattle Mariners,Cliff Lee,placed,15,TRUE,2010-03-26
2010-04-04,"Pittsburgh Pirates placed RHP Joel Hanrahan on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Pittsburgh Pirates,Joel Hanrahan,placed,15,TRUE,2010-03-26
2010-04-04,"Pittsburgh Pirates placed RHP Jose Ascanio on the 60-day disabled list retroactive to March 26, 2010.",TRUE,2010,Pittsburgh Pirates,Jose Ascanio,placed,60,TRUE,2010-03-26
2010-04-04,"New York Mets placed SS Jose Reyes on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,New York Mets,Jose Reyes,placed,15,TRUE,2010-03-26
2010-04-04,"Chicago Cubs placed RHP Angel Guzman on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Chicago Cubs,Angel Guzman,placed,15,TRUE,2010-03-26
2010-04-04,"Chicago Cubs placed LHP Ted Lilly on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Chicago Cubs,Ted Lilly,placed,15,TRUE,2010-03-26
2010-04-04,"Los Angeles Dodgers placed LHP Hung-Chih Kuo on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Los Angeles Dodgers,Hung Chih Kuo,placed,15,TRUE,2010-03-26
2010-04-04,"San Francisco Giants placed 2B Emmanuel Burriss on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,San Francisco Giants,Emmanuel Burriss,placed,15,TRUE,2010-03-26
2010-04-04,"San Francisco Giants placed 2B Freddy Sanchez on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,San Francisco Giants,Freddy Sanchez,placed,15,TRUE,2010-03-26
2010-04-04,"Texas Rangers placed 2B Ian Kinsler on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Texas Rangers,Ian Kinsler,placed,15,TRUE,2010-03-26
2010-04-04,"Texas Rangers placed RHP Tommy Hunter on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Texas Rangers,Tommy Hunter,placed,15,TRUE,2010-03-26
2010-04-04,"Texas Rangers placed RHP Warner Madrigal on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Texas Rangers,Warner Madrigal,placed,15,TRUE,2010-03-26
2010-04-04,"Tampa Bay Rays placed LHP J.P. Howell on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Tampa Bay Rays,J.P. Howell,placed,15,TRUE,2010-03-26
2010-04-04,"San Diego Padres placed LHP Joe Thatcher on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,San Diego Padres,Joe Thatcher,placed,15,TRUE,2010-03-26
2010-04-04,Washington Nationals placed C Jesus Flores on the 60-day disabled list.,TRUE,2010,Washington Nationals,Jesus Flores,placed,60,FALSE,NA
2010-04-04,Washington Nationals placed RHP Chien-Ming Wang on the 60-day disabled list.,TRUE,2010,Washington Nationals,Chien Ming Wang,placed,60,FALSE,NA
2010-04-04,"Washington Nationals placed C Chris Coste on the 15-day disabled list retroactive to April 2, 2010.",TRUE,2010,Washington Nationals,Chris Coste,placed,15,TRUE,2010-04-02
2010-04-05,"Los Angeles Dodgers placed RHP Cory Wade on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Los Angeles Dodgers,Cory Wade,placed,15,TRUE,2010-03-26
2010-04-05,"Toronto Blue Jays placed RHP Dustin McGowan on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Toronto Blue Jays,Dustin McGowan,placed,15,TRUE,2010-03-26
2010-04-05,"Arizona Diamondbacks placed RHP Brandon Webb on the 15-day disabled list retroactive to March 26, 2010.",TRUE,2010,Arizona Diamondbacks,Brandon Webb,placed,15,TRUE,2010-03-26
2010-04-08,Houston Astros placed RHP Sammy Gervacio on the 15-day disabled list.,TRUE,2010,Houston Astros,Sammy Gervacio,placed,15,FALSE,NA
2010-04-08,Oakland Athletics transferred LHP Josh Outman from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Oakland Athletics,Josh Outman,transferred,60,FALSE,NA
2010-04-08,Texas Rangers transferred RHP Warner Madrigal from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Texas Rangers,Warner Madrigal,transferred,60,FALSE,NA
2010-04-10,New York Mets activated SS Jose Reyes from the 15-day disabled list.,TRUE,2010,New York Mets,Jose Reyes,activated,15,FALSE,NA
2010-04-10,"Los Angeles Dodgers placed C Brad Ausmus on the 15-day disabled list retroactive to April 9, 2010.",TRUE,2010,Los Angeles Dodgers,Brad Ausmus,placed,15,TRUE,2010-04-09
2010-04-11,Washington Nationals placed 1B Michael Morse on the 15-day disabled list. left calf strain,TRUE,2010,Washington Nationals,Michael Morse,placed,15,FALSE,NA
2010-04-11,"New York Mets placed RHP Sean Green on the 15-day disabled list retroactive to April 8, 2010. right intercostal muscle strain.",TRUE,2010,New York Mets,Sean Green,placed,15,TRUE,2010-04-08
2010-04-11,Kansas City Royals activated RHP Gil Meche from the 15-day disabled list.,TRUE,2010,Kansas City Royals,Gil Meche,activated,15,FALSE,NA
2010-04-11,Arizona Diamondbacks placed C Miguel Montero on the 15-day disabled list. right knee sprain,TRUE,2010,Arizona Diamondbacks,Miguel Montero,placed,15,FALSE,NA
2010-04-12,"San Diego Padres placed RHP Chris Young on the 15-day disabled list retroactive to April 7, 2010.",TRUE,2010,San Diego Padres,Chris Young,placed,15,TRUE,2010-04-07
2010-04-12,"Baltimore Orioles placed 2B Brian Roberts on the 15-day disabled list retroactive to April 10, 2010.",TRUE,2010,Baltimore Orioles,Brian Roberts,placed,15,TRUE,2010-04-10
2010-04-12,Pittsburgh Pirates activated RHP Joel Hanrahan from the 15-day disabled list.,TRUE,2010,Pittsburgh Pirates,Joel Hanrahan,activated,15,FALSE,NA
2010-04-12,"Toronto Blue Jays placed 2B Aaron Hill on the 15-day disabled list retroactive to April 8, 2010.",TRUE,2010,Toronto Blue Jays,Aaron Hill,placed,15,TRUE,2010-04-08
2010-04-12,St. Louis Cardinals placed C Jason LaRue on the 15-day disabled list.,TRUE,2010,St. Louis Cardinals,Jason LaRue,placed,15,FALSE,NA
2010-04-13,"Tampa Bay Rays placed C Kelly Shoppach on the 15-day disabled list retroactive to April 11, 2010. right knee sprain",TRUE,2010,Tampa Bay Rays,Kelly Shoppach,placed,15,TRUE,2010-04-11
2010-04-13,Los Angeles Angels transferred LF Chris Pettit from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Los Angeles Angels,Chris Pettit,transferred,60,FALSE,NA
2010-04-14,"Chicago Cubs placed RHP Esmailin Caridad on the 15-day disabled list retroactive to April 12, 2010.",TRUE,2010,Chicago Cubs,Esmailin Caridad,placed,15,TRUE,2010-04-12
2010-04-14,Los Angeles Angels activated LF Reggie Willits from the 15-day disabled list.,TRUE,2010,Los Angeles Angels,Reggie Willits,activated,15,FALSE,NA
2010-04-14,"Los Angeles Angels placed LHP Brian Fuentes on the 15-day disabled list retroactive to April 8, 2010.",TRUE,2010,Los Angeles Angels,Brian Fuentes,placed,15,TRUE,2010-04-08
2010-04-14,"Baltimore Orioles placed LHP Michael Gonzalez on the 15-day disabled list retroactive to April 10, 2010.",TRUE,2010,Baltimore Orioles,Michael Gonzalez,placed,15,TRUE,2010-04-10
2010-04-14,"Philadelphia Phillies placed SS Jimmy Rollins on the 15-day disabled list retroactive to April 13, 2010.",TRUE,2010,Philadelphia Phillies,Jimmy Rollins,placed,15,TRUE,2010-04-13
2010-04-14,Boston Red Sox transferred SS Jed Lowrie from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Boston Red Sox,Jed Lowrie,transferred,60,FALSE,NA
2010-04-14,New York Yankees placed RHP Chan Ho Park on the 15-day disabled list.,TRUE,2010,New York Yankees,Chan Ho Park,placed,15,FALSE,NA
2010-04-15,Milwaukee Brewers activated RHP Jeff Suppan from the 15-day disabled list.,TRUE,2010,Milwaukee Brewers,Jeff Suppan,activated,15,FALSE,NA
2010-04-15,"Washington Nationals placed RHP Garrett Mock on the 15-day disabled list retroactive to April 11, 2010.",TRUE,2010,Washington Nationals,Garrett Mock,placed,15,TRUE,2010-04-11
2010-04-15,Los Angeles Angels activated LHP Scott Kazmir from the 15-day disabled list.,TRUE,2010,Los Angeles Angels,Scott Kazmir,activated,15,FALSE,NA
2010-04-15,Minnesota Twins transferred RHP Joe Nathan from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Minnesota Twins,Joe Nathan,transferred,60,FALSE,NA
2010-04-15,Toronto Blue Jays transferred RHP Dustin McGowan from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Toronto Blue Jays,Dustin McGowan,transferred,60,FALSE,NA
2010-04-16,Colorado Rockies transferred RHP Taylor Buchholz from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Colorado Rockies,Taylor Buchholz,transferred,60,FALSE,NA
2010-04-16,Baltimore Orioles placed LF Felix Pie on the 15-day disabled list.,TRUE,2010,Baltimore Orioles,Felix Pie,placed,15,FALSE,NA
2010-04-17,"Minnesota Twins placed LHP Jose Mijares on the 15-day disabled list retroactive to April 16, 2010.",TRUE,2010,Minnesota Twins,Jose Mijares,placed,15,TRUE,2010-04-16
2010-04-17,"Kansas City Royals placed 2B Chris Getz on the 15-day disabled list retroactive to April 16, 2010.",TRUE,2010,Kansas City Royals,Chris Getz,placed,15,TRUE,2010-04-16
2010-04-17,"Pittsburgh Pirates placed RHP Ross Ohlendorf on the 15-day disabled list retroactive to April 12, 2010. back spasms",TRUE,2010,Pittsburgh Pirates,Ross Ohlendorf,placed,15,TRUE,2010-04-12
2010-04-17,Arizona Diamondbacks transferred RHP Brandon Webb from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Arizona Diamondbacks,Brandon Webb,transferred,60,FALSE,NA
2010-04-18,San Francisco Giants placed CF Aaron Rowand on the 15-day disabled list.,TRUE,2010,San Francisco Giants,Aaron Rowand,placed,15,FALSE,NA
2010-04-19,Arizona Diamondbacks placed LF Conor Jackson on the 15-day disabled list. right hamstring strain,TRUE,2010,Arizona Diamondbacks,Conor Jackson,placed,15,FALSE,NA
2010-04-19,Boston Red Sox placed CF Mike Cameron on the 15-day disabled list.,TRUE,2010,Boston Red Sox,Mike Cameron,placed,15,FALSE,NA
2010-04-20,"Houston Astros placed 3B Chris Johnson on the 15-day disabled list retroactive to April 18, 2010.",TRUE,2010,Houston Astros,Chris Johnson,placed,15,TRUE,2010-04-18
2010-04-20,"Boston Red Sox placed CF Jacoby Ellsbury on the 15-day disabled list retroactive to April 12, 2010. left chest contusion",TRUE,2010,Boston Red Sox,Jacoby Ellsbury,placed,15,TRUE,2010-04-12
2010-04-20,Los Angeles Angels placed C Jeff Mathis on the 15-day disabled list.,TRUE,2010,Los Angeles Angels,Jeff Mathis,placed,15,FALSE,NA
2010-04-21,New York Mets placed RHP Ryota Igarashi on the 15-day disabled list.,TRUE,2010,New York Mets,Ryota Igarashi,placed,15,FALSE,NA
2010-04-21,Baltimore Orioles transferred LF Felix Pie from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Baltimore Orioles,Felix Pie,transferred,60,FALSE,NA
2010-04-21,Oakland Athletics placed 2B Mark Ellis on the 15-day disabled list.,TRUE,2010,Oakland Athletics,Mark Ellis,placed,15,FALSE,NA
2010-04-21,"Toronto Blue Jays placed 3B Edwin Encarnacion on the 15-day disabled list retroactive to April 15, 2010.",TRUE,2010,Toronto Blue Jays,Edwin Encarnacion,placed,15,TRUE,2010-04-15
2010-04-21,"Toronto Blue Jays placed LHP Brian Tallet on the 15-day disabled list retroactive to April 18, 2010.",TRUE,2010,Toronto Blue Jays,Brian Tallet,placed,15,TRUE,2010-04-18
2010-04-22,"Washington Nationals placed RHP Jason Marquis on the 15-day disabled list retroactive to April 19, 2010.",TRUE,2010,Washington Nationals,Jason Marquis,placed,15,TRUE,2010-04-19
2010-04-22,"Oakland Athletics placed LF Travis Buck on the 15-day disabled list retroactive to April 21, 2010.",TRUE,2010,Oakland Athletics,Travis Buck,placed,15,TRUE,2010-04-21
2010-04-22,San Diego Padres activated LHP Joe Thatcher from the 15-day disabled list.,TRUE,2010,San Diego Padres,Joe Thatcher,activated,15,FALSE,NA
2010-04-22,Philadelphia Phillies activated LHP J.C. Romero from the 15-day disabled list.,TRUE,2010,Philadelphia Phillies,J.C. Romero,activated,15,FALSE,NA
2010-04-22,Los Angeles Dodgers activated LHP Hung-Chih Kuo from the 15-day disabled list.,TRUE,2010,Los Angeles Dodgers,Hung Chih Kuo,activated,15,FALSE,NA
2010-04-22,Los Angeles Dodgers placed RHP Jeff Weaver on the 15-day disabled list.,TRUE,2010,Los Angeles Dodgers,Jeff Weaver,placed,15,FALSE,NA
2010-04-23,Detroit Tigers placed LF Carlos Guillen on the 15-day disabled list.,TRUE,2010,Detroit Tigers,Carlos Guillen,placed,15,FALSE,NA
2010-04-23,Toronto Blue Jays activated 2B Aaron Hill from the 15-day disabled list.,TRUE,2010,Toronto Blue Jays,Aaron Hill,activated,15,FALSE,NA
2010-04-23,"Minnesota Twins placed SS Nick Punto on the 15-day disabled list retroactive to April 16, 2010. right hip flexor strain",TRUE,2010,Minnesota Twins,Nick Punto,placed,15,TRUE,2010-04-16
2010-04-23,Los Angeles Dodgers placed LF Manny Ramirez on the 15-day disabled list.,TRUE,2010,Los Angeles Dodgers,Manny Ramirez,placed,15,FALSE,NA
2010-04-23,Los Angeles Dodgers placed RHP Vicente Padilla on the 15-day disabled list.,TRUE,2010,Los Angeles Dodgers,Vicente Padilla,placed,15,FALSE,NA
2010-04-24,Los Angeles Angels placed C Bobby Wilson on the 15-day disabled list.,TRUE,2010,Los Angeles Angels,Bobby Wilson,placed,15,FALSE,NA
2010-04-25,Pittsburgh Pirates placed RHP Chris Jakubauskas on the 15-day disabled list.,TRUE,2010,Pittsburgh Pirates,Chris Jakubauskas,placed,15,FALSE,NA
2010-04-25,Colorado Rockies placed RF Brad Hawpe on the 15-day disabled list.,TRUE,2010,Colorado Rockies,Brad Hawpe,placed,15,FALSE,NA
2010-04-26,Kansas City Royals transferred 3B Josh Fields from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Kansas City Royals,Josh Fields,transferred,60,FALSE,NA
2010-04-26,St. Louis Cardinals placed 2B Felipe Lopez on the 15-day disabled list.,TRUE,2010,St. Louis Cardinals,Felipe Lopez,placed,15,FALSE,NA
2010-04-26,Florida Marlins activated RHP Brian Sanches from the 15-day disabled list.,TRUE,2010,Florida Marlins,Brian Sanches,activated,15,FALSE,NA
2010-04-26,"Florida Marlins placed LHP Dan Meyer on the 15-day disabled list retroactive to April 25, 2010.",TRUE,2010,Florida Marlins,Dan Meyer,placed,15,TRUE,2010-04-25
2010-04-27,St. Louis Cardinals activated C Jason LaRue from the 15-day disabled list.,TRUE,2010,St. Louis Cardinals,Jason LaRue,activated,15,FALSE,NA
2010-04-27,Texas Rangers placed RF Nelson Cruz on the 15-day disabled list.,TRUE,2010,Texas Rangers,Nelson Cruz,placed,15,FALSE,NA
2010-04-27,"Oakland Athletics placed LHP Brett Anderson on the 15-day disabled list retroactive to April 25, 2009.",TRUE,2010,Oakland Athletics,Brett Anderson,placed,15,TRUE,2010-04-25
2010-04-27,Colorado Rockies placed RHP Jason Hammel on the 15-day disabled list.,TRUE,2010,Colorado Rockies,Jason Hammel,placed,15,FALSE,NA
2010-04-27,"Colorado Rockies placed LHP Jorge De La Rosa on the 15-day disabled list retroactive to April 26, 2010.",TRUE,2010,Colorado Rockies,Jorge De La Rosa,placed,15,TRUE,2010-04-26
2010-04-27,San Diego Padres placed SS Everth Cabrera on the 15-day disabled list. strained right hamstring,TRUE,2010,San Diego Padres,Everth Cabrera,placed,15,FALSE,NA
2010-04-28,Los Angeles Dodgers transferred C Brad Ausmus from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Los Angeles Dodgers,Brad Ausmus,transferred,60,FALSE,NA
2010-04-29,Arizona Diamondbacks placed RHP Kris Benson on the 15-day disabled list.,TRUE,2010,Arizona Diamondbacks,Kris Benson,placed,15,FALSE,NA
2010-04-29,Arizona Diamondbacks placed RHP Leo Rosales on the 15-day disabled list.,TRUE,2010,Arizona Diamondbacks,Leo Rosales,placed,15,FALSE,NA
2010-04-29,"Kansas City Royals placed LHP John Parrish on the 15-day disabled list retroactive to April 25, 2010.",TRUE,2010,Kansas City Royals,John Parrish,placed,15,TRUE,2010-04-25
2010-04-30,Philadelphia Phillies activated RHP Brad Lidge from the 15-day disabled list.,TRUE,2010,Philadelphia Phillies,Brad Lidge,activated,15,FALSE,NA
2010-04-30,Cleveland Indians activated RHP Hector Ambriz from the 15-day disabled list.,TRUE,2010,Cleveland Indians,Hector Ambriz,activated,15,FALSE,NA
2010-04-30,"Philadelphia Phillies placed RHP Ryan Madson on the 15-day disabled list retroactive to April 29, 2010.",TRUE,2010,Philadelphia Phillies,Ryan Madson,placed,15,TRUE,2010-04-29
2010-04-30,Kansas City Royals activated 2B Chris Getz from the 15-day disabled list.,TRUE,2010,Kansas City Royals,Chris Getz,activated,15,FALSE,NA
2010-04-30,Cincinnati Reds placed LF Chris Dickerson on the 15-day disabled list.,TRUE,2010,Cincinnati Reds,Chris Dickerson,placed,15,FALSE,NA
2010-04-30,"Oakland Athletics placed C Kurt Suzuki on the 15-day disabled list retroactive to April 24, 2010.",TRUE,2010,Oakland Athletics,Kurt Suzuki,placed,15,TRUE,2010-04-24
2010-04-30,Oakland Athletics transferred RHP Joey Devine from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Oakland Athletics,Joey Devine,transferred,60,FALSE,NA
2010-04-30,San Diego Padres placed 2B Matt Antonelli on the 60-day disabled list.,TRUE,2010,San Diego Padres,Matt Antonelli,placed,60,FALSE,NA
2010-04-30,Texas Rangers placed 2B Joaquin Arias on the 15-day disabled list. lower back strain.,TRUE,2010,Texas Rangers,Joaquin Arias,placed,15,FALSE,NA
2010-04-30,Texas Rangers activated 2B Ian Kinsler from the 15-day disabled list.,TRUE,2010,Texas Rangers,Ian Kinsler,activated,15,FALSE,NA
2010-05-01,Minnesota Twins activated 3B Nick Punto from the 15-day disabled list.,TRUE,2010,Minnesota Twins,Nick Punto,activated,15,FALSE,NA
2010-05-01,Boston Red Sox activated RHP Daisuke Matsuzaka from the 15-day disabled list.,TRUE,2010,Boston Red Sox,Daisuke Matsuzaka,activated,15,FALSE,NA
2010-05-02,San Francisco Giants activated CF Aaron Rowand from the 15-day disabled list.,TRUE,2010,San Francisco Giants,Aaron Rowand,activated,15,FALSE,NA
2010-05-02,New York Yankees placed CF Curtis Granderson on the 15-day disabled list.,TRUE,2010,New York Yankees,Curtis Granderson,placed,15,FALSE,NA
2010-05-02,Arizona Diamondbacks transferred RHP Leo Rosales from the 15-day disabled list to the 60-day disabled list.,TRUE,2010,Arizona Diamondbacks,Leo Rosales,transferred,60,FALSE,NA
2010-05-03,Chicago White Sox activated C Ramon Castro from the 15-day disabled list.,TRUE,2010,Chicago White Sox,Ramon Castro,activated,15,FALSE,NA
2010-05-03,Philadelphia Phillies activated RHP Joe Blanton from the 15-day disabled list.,TRUE,2010,Philadelphia Phillies,Joe Blanton,activated,15,FALSE,NA
2010-05-03,Oakland Athletics activated RHP Michael Wuertz from the 15-day disabled list.,TRUE,2010,Oakland Athletics,Michael Wuertz,activated,15,FALSE,NA
